Hz,Mic_1m_dB,Comp_Acc_x_g,Comp_Acc_y_g,Comp_Acc_z_g
,,,,
0.0000000,-inf,0.0032026,0.0001899,0.0040094
12.5000000,8.587974410192556,0.002454707921525492,0.0009121041004183678,0.003455729661012273
25.0000000,27.53107879391817,0.0006767212202968073,4.341624120073041e-05,0.0012541922380560327
37.5000000,30.532469576250204,0.0010647798692687612,0.0008766758408898924,0.0034001444969295057
50.0000000,27.959513392889072,0.0022604098411571297,0.00043981034548996233,0.007882112473188898
62.5000000,35.56613293009516,0.0007167600505050487,0.00014859828397394094,0.004651286395181445
75.0000000,38.90445261787508,0.003240192636248654,0.00026128976252429024,0.00350788350006097
87.5000000,35.07469792202498,0.0014559205610197282,0.00191095373047073,0.0005629390109061549
100.0000000,27.030325973981107,0.003378734295560987,0.002727174561703009,0.00347173916790994
112.5000000,33.28930644154906,0.0031975353915164096,0.0008505127512271641,0.003973577120177737
125.0000000,35.800197547926594,0.005461011138058592,0.0010570108135681488,0.004010955947152748
137.5000000,34.86452384084113,0.005475695321144156,0.003941546885424554,0.0014044885225590134
150.0000000,31.011741771108067,0.006603254368112741,0.0023206781875132966,0.00019108474559733962
162.5000000,41.697549215905745,0.017027493841725503,0.050088890900977234,0.03824808842609
175.0000000,48.45908861867419,0.03721286339802408,0.11972079129913066,0.09171022913819374
187.5000000,42.54605700700616,0.022800444430975463,0.07266171584280129,0.05631668697233529
200.0000000,34.27754433225382,0.0009429115600097392,0.0028511098540743743,0.002890850120639256
212.5000000,38.412753483074,0.0015720103053097328,0.0012471085357738517,0.0009568625502129342
225.0000000,29.688856476094188,0.0009882995598501497,0.0008003159875948999,0.000412006419852895
237.5000000,39.10708679132347,0.0004434340537216329,0.00027765680254587675,0.00023777237013580867
250.0000000,49.41870039611456,0.0003870433825813329,0.0006003395455906598,0.0003732947494942837
262.5000000,49.51450340018563,0.0010978206775243396,0.0014699075140974004,0.0016703074118257393
275.0000000,44.68378826003835,0.001002373348608192,0.0027938544163932377,0.002024028075398165
287.5000000,49.16007759766492,0.00046700990353524624,0.022162832433829393,0.016512318297561973
300.0000000,52.15831141846849,0.004874153293650088,0.07416806264801581,0.0581329261802638
312.5000000,45.455622933375246,0.004249726491199169,0.05743194379306694,0.04551315567712263
325.0000000,53.151356640481296,0.00154169696763015,0.006684898733713173,0.006082891326499266
