Hz,Mic_1m_dB,Comp_Acc_x_g,Comp_Acc_y_g,Comp_Acc_z_g
,,,,
0.0000000,-inf,0.0004018,0.0005366,2.71e-05
12.5000000,0.5850708943419145,0.00011518788998848794,0.001482628345203207,0.0012144499660340067
25.0000000,26.55322853649972,0.0004222213874260753,0.000503028031028093,0.002455909725539601
37.5000000,25.461626537802523,0.00024273413439399082,0.0006492193543017645,0.002068611442489865
50.0000000,26.400471832051224,0.0019918461411464494,0.0004098399687682986,0.005673328681647133
62.5000000,32.52314936170232,0.0019525111241680546,0.00028899446361478967,0.005088951611088476
75.0000000,33.49979261781891,0.003704954916054985,0.001346161108485905,0.0026637748121791376
87.5000000,32.72084392766639,0.003931896647929597,0.0011992164108283374,0.0037608164339674966
100.0000000,26.376230831299978,0.0013762445458565858,0.001273825749464973,0.002168771451767106
112.5000000,32.001768658557715,0.0030336420355737423,0.001305164457070449,0.003136974242801493
125.0000000,31.283379289715217,0.005145655749270447,0.0013280029518039484,0.00348051093519328
137.5000000,22.95838473971927,0.005851159278296908,0.0018238334271528198,0.0010891075474901456
150.0000000,28.589115993427022,0.004602178773146476,0.003858891023338182,0.0015137376688184778
162.5000000,39.74937333652705,0.015698553360102962,0.048024031345983445,0.03674442424980966
175.0000000,50.08378574672089,0.035697599682891844,0.11852185101161726,0.08947636923568145
187.5000000,47.83207930514184,0.021910675404697138,0.07215255742972664,0.054064772057690204
200.0000000,39.59647373199018,0.0019037795040392675,0.0036514344318363434,0.0022275727507760548
212.5000000,46.15665533654077,0.0009786582089779865,0.0010876202508228688,0.0013838590860344128
225.0000000,44.11511667051296,0.0007504841170870973,0.0008126776298139379,0.000892005184962509
237.5000000,30.50870335206863,0.0004898264998956264,0.0002573216664021901,0.00021757044836098491
250.0000000,39.81914889795529,0.00090873670554237,0.0011389366136884001,0.0017386383091373549
262.5000000,36.26959894978498,0.0007466287162974648,0.002978300241748639,0.003909641867230297
275.0000000,27.150810853569695,0.01844762638661137,0.0367990312955382,0.050778005671058016
287.5000000,45.531923886256884,0.026478339592957863,0.051753642916900065,0.07124042792824872
300.0000000,50.85974846353962,0.00836994071962281,0.017347870015653216,0.02334467739528649
312.5000000,51.78586230347419,0.0019142634353714225,0.0030870206299926147,0.002259049233637904
325.0000000,50.22859587879425,0.002254913579275268,0.002916082311938399,0.0008358349717498066
337.5000000,46.79194931504688,0.0025446298119765867,0.003295412121419717,0.00045073630872162934
350.0000000,58.91804877981371,0.0054789724994746955,0.007774790575957657,0.000712912904918967
362.5000000,56.399643257449014,0.004256151807677916,0.006344038053164561,0.0008316071488389215
375.0000000,48.60164336053315,0.0007755845537399516,0.0009033959043520177,0.0006643585176694884
387.5000000,51.02161088311065,0.00023102859130419336,0.0006447000697999032,0.0008762781807166033
400.0000000,47.9459460823458,0.00011844513497818304,0.0003831868995672999,0.0009604527265826256
412.5000000,58.92046716726237,0.0013074325565779674,0.0016797741038603973,0.0014720371802369667
425.0000000,56.027529590489074,0.0028097985070107785,0.005498815226937527,0.0022204067757958224
437.5000000,49.58952645001557,0.001809405786439294,0.004119349084503522,0.001524008546563962
450.0000000,55.36181699212328,0.0010962716679728617,0.0020138920924418964,0.0008921282531116253
462.5000000,54.34598892398543,0.0007271778461972009,0.0017929405706826984,0.0007554117883644655
475.0000000,50.921310838943654,0.0005540293313534943,0.0016682948540351014,0.0015177944261328673
487.5000000,42.10418469968757,0.0009474290316430038,0.0009550782376329176,0.0007108604926425437
500.0000000,43.55476902933275,0.0015180448642909076,0.004447652222240404,0.00152759236709274
512.5000000,52.715510357760934,0.004757379271195435,0.008933016440710272,0.0013054278417438476
525.0000000,57.11664415275527,0.005181533796087796,0.009977631703465507,0.0018507815889510033
537.5000000,58.55371871803034,0.0050514951816269206,0.013515913158199857,0.0038685687288711828
550.0000000,48.99026913457044,0.0035712100820310196,0.006021688644392035,0.0008909570416131184
562.5000000,46.957770388795375,0.004751298286784361,0.010806757086656477,0.01538530889192674
575.0000000,55.53072264771937,0.004442359815458446,0.01334286453952074,0.016370283297792988
587.5000000,58.46760874962918,0.00037166094763910825,0.0028008411058108953,0.003396801090732279
600.0000000,52.529231808719324,0.00230680816714351,0.0032088911293467093,0.00337666759098375
612.5000000,45.434411670678934,0.0026395157131564873,0.003488798442157414,0.0043448030945026726
625.0000000,41.2496620865129,0.001653776662672442,0.0015726482187698558,0.0024610355645540757
637.5000000,49.832668704471715,0.0012711324281914926,0.00303169819408199,0.001570147668214681
650.0000000,55.63136196385224,0.0015225141871260182,0.0021235323873207116,0.0006550128319353751
662.5000000,52.71191448189426,0.0012578789488659073,0.0022905523547825752,0.0013035455726594296
675.0000000,60.32101194654005,0.0013700995766731702,0.004079646183187949,0.0011517841507852067
687.5000000,52.49984946885583,0.001585604380039359,0.004483395374044096,0.0023965151032280183
700.0000000,57.73807837345399,0.021959091549970822,0.054290076911439354,0.019617058197395447
712.5000000,57.8483479320937,0.03015626385512635,0.07530249941044453,0.026873401682890836
725.0000000,47.356938713099865,0.009468597262530496,0.024475550380941388,0.008768057173627462
737.5000000,55.6647682344822,0.0027799610159137127,0.006699227057653741,0.0029813903468013042
750.0000000,54.054642528673185,0.002183259867720744,0.004289696019533319,0.0017425536806652472
762.5000000,58.18515483025452,0.0007861072191501615,0.0016205509834621064,0.00217574953751575
775.0000000,57.05675678528338,0.0028495584166673966,0.001910948165178742,0.0019613612849243255
787.5000000,47.30360014691729,0.0025018348666528733,0.002288813939576566,0.001679323792483153
800.0000000,55.86973918327547,0.002311597910537211,0.0015564859138456732,0.002441608158570904
812.5000000,49.456918537923585,0.0038286339456782754,0.0016349770457104282,0.005146524656503649
825.0000000,46.361317891859116,0.00406489395310628,0.0022138402833086226,0.005267367229461034
837.5000000,48.94941090895533,0.0066385243962796435,0.008742479327970985,0.006470875344959134
850.0000000,48.36701361645511,0.017787769051795112,0.021747880558114163,0.013099041098492668
862.5000000,45.80279296943025,0.010754935633931055,0.015524522703130038,0.008183401284307156
875.0000000,47.61746861384517,0.01190517769921978,0.003781469201249694,0.008267088948958999
887.5000000,41.53775649211336,0.014267576691926348,0.005378617968400433,0.012451711314112612
900.0000000,50.186403183665874,0.0008674630654961628,0.006935741315821979,0.0046803389503325505
912.5000000,53.144312163906775,0.0036303087540869024,0.007522895029175935,0.00563351293776805
925.0000000,49.5459522315908,0.007332780014428361,0.013025865175104494,0.0151259009731652
937.5000000,49.82480055789629,0.010155597150832639,0.021612676795112633,0.021691520745443366
950.0000000,55.09976238208685,0.009625137463953437,0.01902786914922425,0.016416567845015596
962.5000000,51.78412419596029,0.009282043909075199,0.01839000827215692,0.02028477015127359
975.0000000,46.6363547405357,0.002809832352650243,0.008954210781526197,0.012116210431483929
987.5000000,54.38845286640512,0.0031511202135113795,0.006419890255292531,0.004025039560054037
1000.0000000,55.640303271476,0.0017703394392036798,0.007757783666099487,0.0068681937487231675
1012.5000000,46.68161097741617,0.0019862256392464577,0.0044117924905870175,0.0071351060272430425
1025.0000000,51.11180806390691,0.004459633905378332,0.006388365798073871,0.00707622701303456
1037.5000000,50.24582680163157,0.003784256558427296,0.005823342732486214,0.005751039592977952
1050.0000000,57.92907094056413,0.003697128867107556,0.0022635283011263633,0.006018002608839581
1062.5000000,62.01931307772368,0.005158517137705369,0.0017559093854752298,0.007140918865944353
1075.0000000,52.42849520132814,0.0028235148609490265,0.0016112778593402194,0.002928244941940479
1087.5000000,46.46151225602046,0.0011298883351906948,0.001983381844224657,0.0007902400900992052
1100.0000000,51.023619435018745,0.001293631516313668,0.002028186470717128,0.002959565441074078
1112.5000000,49.878679772218455,0.0034187074194788883,0.0019195778311910149,0.006240928073612128
1125.0000000,48.836303879650806,0.002398572711009612,0.0036327773686258284,0.00400990771090807
1137.5000000,47.942607525327155,0.0014214223650977212,0.00468315396394353,0.001735723048184819
1150.0000000,45.425953241323185,0.002043483322662556,0.005005063997592838,0.003069211568139284
1162.5000000,48.509767594402675,0.002418168069014228,0.004139337116012659,0.0020641223704034603
1175.0000000,43.59894246911952,0.001600771742004462,0.0020851951107750083,0.002317168929966048
1187.5000000,36.67044960522096,0.004740888566503119,0.004573943663841958,0.006735317429787552
1200.0000000,46.10627080459557,0.004686746232729056,0.0025189662363755494,0.0106271092005305
1212.5000000,52.365030346528485,0.0016646179411504611,0.0008444895795686291,0.007324111321518809
1225.0000000,58.49465086482982,0.002328228736615026,0.002941609301045943,0.001629367929597241
1237.5000000,54.848689690733785,0.004488280590604825,0.004575044736393296,0.0018700841825971364
1250.0000000,45.68096359824217,0.0036755411860024093,0.0027200509940072813,0.003058794188892087
1262.5000000,35.912397632180976,0.002464589022534995,0.0005426301871440622,0.004430454843466977
1275.0000000,46.59100533550722,0.0019703330936671594,0.0022140719342424267,0.005639423823406075
1287.5000000,52.30688542596187,0.0033059866439536624,0.002796458220678435,0.002954131767541861
1300.0000000,52.73010169292773,0.005016150182161614,0.0027200831237298613,0.004533263717235078
1312.5000000,50.05674469320481,0.008726484186085483,0.00372427429306704,0.01055429701164412
1325.0000000,46.58796545953542,0.005795255836457956,0.0018107821321186046,0.008139437079430002
1337.5000000,46.15919986791181,0.005095936471346558,0.00294670139987071,0.006804147114811672
1350.0000000,49.71652683019278,0.006822879841386626,0.003587622227882975,0.008631818354205562
1362.5000000,52.2468387266281,0.0044500487413061,0.0033967517248100427,0.007219068827071813
1375.0000000,55.317613004462885,0.004913327614763746,0.004739690543695864,0.010959393684871439
1387.5000000,55.99439539359285,0.0027513537195351673,0.0029246111160289327,0.00528762855919362
1400.0000000,56.22064869626726,0.0027186605617472736,0.0026202743081593575,0.004657387272924596
1412.5000000,57.415447868777534,0.004554137479259931,0.0049682370001842705,0.00843750361481404
1425.0000000,50.92151357685701,0.003362960984013939,0.004132621401725545,0.006042480233314794
1437.5000000,51.20857760952174,0.004772223197839765,0.005289248827574668,0.005247413192231006
1450.0000000,45.56027745858615,0.01225830053677915,0.012282813216034834,0.01231343239921347
1462.5000000,57.73923131925501,0.010712759293478034,0.01143545872451123,0.010651525105824048
1475.0000000,61.82024810343731,0.0024717045717480074,0.005277840941142505,0.004504566305428303
1487.5000000,59.95628713898575,0.012093384046659562,0.013523538124692073,0.008581199865986107
1500.0000000,55.60855209683048,0.01517109383960168,0.016072589715724096,0.010713623523346339
1512.5000000,55.55696559108725,0.006239859223572276,0.005820991208548592,0.004143649237085591
1525.0000000,49.78500067475278,0.0009890922555555676,0.0004908889996730421,0.00027451346050785927
1537.5000000,49.08054665995395,0.0015856405708734875,0.00192401913971769,0.0010487251308135988
1550.0000000,49.96629738575087,0.0008919763057391155,0.0017581391895979113,0.002430161690093892
1562.5000000,51.38099013568688,0.0013891586662437088,0.0006355927155026243,0.002233448530859845
1575.0000000,50.395827743208585,0.0031994760836737,0.002413534259131202,0.000435671355496319
1587.5000000,54.888932845246345,0.004649597111578594,0.0037199700603633896,0.0004079485384212082
1600.0000000,51.65583923668275,0.006084435195644704,0.006140524450728944,0.0035488985136236284
1612.5000000,56.572585355523216,0.012748693399717478,0.011857032856494917,0.003744333075462171
1625.0000000,58.13074408653683,0.01809191445591096,0.016969128042713333,0.007776071193089733
1637.5000000,51.22423480367813,0.02277753652790398,0.021162058009796685,0.015787208726370853
1650.0000000,49.54654299741264,0.0212391511967875,0.01828344455210779,0.015438680098052424
1662.5000000,57.4605330576194,0.02164990671942953,0.01523611071008609,0.016910179647182937
1675.0000000,62.690836397980114,0.020178508236239862,0.013418776278409292,0.017770699805297482
1687.5000000,59.304026372971435,0.0034862549419111617,0.004045286072702399,0.0039015567726229487
1700.0000000,57.286179821380976,0.021187613461171127,0.01717974032778144,0.017525245823097602
1712.5000000,62.92378523595409,0.014520153091479441,0.011526834160774588,0.0110328055054007
1725.0000000,59.62933615064383,0.0063903202368895415,0.002931826238029805,0.004891535236508064
1737.5000000,57.54862680512805,0.0034941999513479474,0.00048487575728221345,0.0024588657913761783
1750.0000000,58.39240647957063,0.0012520072563687481,0.0006137968474992357,0.00293328829984371
