C:\Simcenter\Testxpress\ProjectData\Gamma_TBPF_250612\Data\100_43500.xdf,13.06.25,10:43:40,,,
,M1: Mic_near_1m : FFT(C1) Frequency[Hz],M1: Mic_near_1m : FFT(C1) [Pa](A),,M2: Acc_Comp_plate_x : FFT(C2) Frequency[Hz],M2: Acc_Comp_plate_x : FFT(C2) [g],,M3: Acc_Comp_plate_y : FFT(C3) Frequency[Hz],M3: Acc_Comp_plate_y : FFT(C3) [g],,M4: Acc_Comp_plate_z : FFT(C4) Frequency[Hz],M4: Acc_Comp_plate_z : FFT(C4) [g],
,175.0000000,-0.0004790,-0.0061081,175.0000000,-0.0239227,0.0263178,175.0000000,0.1040254,0.0554261,175.0000000,-0.0767471,-0.0447764
,187.5000000,-0.0004424,0.0039568,187.5000000,0.0153747,-0.0159500,187.5000000,-0.0627049,-0.0322929,187.5000000,0.0463960,0.0259025
,200.0000000,0.0035802,0.0008745,200.0000000,-0.0022831,0.0010843,200.0000000,0.0033216,-0.0000213,200.0000000,-0.0029463,0.0001877
,212.5000000,-0.0046180,-0.0016808,212.5000000,0.0009423,-0.0003362,212.5000000,0.0000173,0.0012025,212.5000000,0.0003040,-0.0010664
,225.0000000,0.0017297,-0.0015454,225.0000000,-0.0002019,0.0005800,225.0000000,0.0003771,-0.0001610,225.0000000,-0.0003364,0.0003397
,237.5000000,0.0009527,0.0044555,237.5000000,0.0003385,-0.0004689,237.5000000,0.0005879,-0.0004835,237.5000000,-0.0001974,0.0000987
,250.0000000,-0.0015625,-0.0032382,250.0000000,-0.0007937,0.0004279,250.0000000,-0.0007601,-0.0003184,250.0000000,0.0002877,0.0002997
,262.5000000,-0.0008077,0.0010359,262.5000000,0.0008185,0.0007027,262.5000000,0.0010552,-0.0009559,262.5000000,-0.0023480,0.0015586
,275.0000000,0.0023349,-0.0018316,275.0000000,-0.0038195,0.0057753,275.0000000,0.0024255,-0.0205536,275.0000000,-0.0121090,0.0187022
,287.5000000,0.0019749,0.0026514,287.5000000,0.0079700,-0.0168136,287.5000000,-0.0077091,0.0579173,287.5000000,0.0364561,-0.0536675
,300.0000000,-0.0070954,0.0019150,300.0000000,-0.0043438,0.0114635,300.0000000,0.0066424,-0.0396831,300.0000000,-0.0255921,0.0362766
,312.5000000,0.0034539,0.0008526,312.5000000,-0.0013697,-0.0008946,312.5000000,-0.0035920,0.0039167,312.5000000,0.0032858,-0.0028208
,325.0000000,0.0030662,-0.0082334,325.0000000,0.0018630,-0.0002055,325.0000000,0.0029554,-0.0009067,325.0000000,-0.0004886,0.0001883
,337.5000000,0.0054921,-0.0002094,337.5000000,-0.0009841,0.0019647,337.5000000,-0.0017743,0.0042183,337.5000000,0.0002692,-0.0011020
,350.0000000,-0.0196327,0.0102610,350.0000000,0.0007592,-0.0055171,350.0000000,0.0014637,-0.0079125,350.0000000,0.0002239,0.0006183
,362.5000000,0.0122119,-0.0050386,362.5000000,-0.0006245,0.0037275,362.5000000,-0.0009030,0.0052688,362.5000000,-0.0000789,-0.0003522
,375.0000000,0.0033194,0.0010529,375.0000000,-0.0001889,0.0000443,375.0000000,-0.0002819,-0.0000593,375.0000000,0.0003320,0.0000283
,387.5000000,-0.0038522,-0.0023669,387.5000000,0.0005342,-0.0009297,387.5000000,0.0007093,-0.0004511,387.5000000,-0.0006321,-0.0004644
,400.0000000,-0.0010559,0.0024324,400.0000000,0.0000228,0.0012430,400.0000000,-0.0005492,0.0018316,400.0000000,0.0001961,0.0001414
,412.5000000,0.0008967,-0.0080366,412.5000000,-0.0001795,-0.0007716,412.5000000,0.0001040,-0.0020292,412.5000000,0.0006365,0.0005722
,425.0000000,0.0025166,0.0070573,425.0000000,-0.0013081,0.0002662,425.0000000,-0.0014309,-0.0026371,425.0000000,-0.0021346,0.0018569
,437.5000000,-0.0053672,0.0001547,437.5000000,0.0024773,-0.0009500,437.5000000,0.0030882,0.0049493,437.5000000,0.0027071,-0.0047132
,450.0000000,0.0052275,0.0019719,450.0000000,-0.0014140,0.0014233,450.0000000,-0.0012375,-0.0018661,450.0000000,-0.0011977,0.0028677
,462.5000000,-0.0091596,-0.0070856,462.5000000,0.0003054,-0.0012196,462.5000000,-0.0004938,-0.0005045,462.5000000,0.0001344,-0.0006958
,475.0000000,0.0116436,0.0057175,475.0000000,-0.0004879,-0.0000778,475.0000000,0.0008306,0.0018408,475.0000000,0.0002163,-0.0005171
,487.5000000,-0.0039488,-0.0013653,487.5000000,-0.0004114,0.0023369,487.5000000,-0.0030089,-0.0022581,487.5000000,-0.0006319,0.0021614
,500.0000000,-0.0013790,0.0010975,500.0000000,0.0002142,-0.0015922,500.0000000,-0.0002312,0.0026477,500.0000000,0.0002291,-0.0015568
,512.5000000,0.0006830,0.0009304,512.5000000,0.0028402,0.0002347,512.5000000,0.0064055,-0.0015034,512.5000000,0.0010854,0.0000190
,525.0000000,0.0005820,-0.0046241,525.0000000,-0.0002128,-0.0021285,525.0000000,0.0012124,-0.0005204,525.0000000,-0.0010096,-0.0005855
,537.5000000,-0.0020579,0.0060909,537.5000000,-0.0023980,0.0014247,537.5000000,-0.0076595,0.0003492,537.5000000,0.0007431,0.0003978
,550.0000000,-0.0009164,-0.0031817,550.0000000,-0.0003597,0.0015872,550.0000000,0.0007375,-0.0029325,550.0000000,-0.0020455,0.0025092
,562.5000000,0.0089478,-0.0082832,562.5000000,0.0002277,-0.0000273,562.5000000,0.0016309,0.0001871,562.5000000,-0.0025959,0.0023494
,575.0000000,-0.0087125,0.0117202,575.0000000,0.0008564,-0.0049884,575.0000000,0.0005181,0.0120135,575.0000000,0.0146534,-0.0166917
,587.5000000,0.0015115,-0.0033946,587.5000000,-0.0001847,0.0049311,587.5000000,-0.0015866,-0.0112665,587.5000000,-0.0129968,0.0147376
,600.0000000,0.0030304,-0.0015402,600.0000000,-0.0018684,-0.0008205,600.0000000,0.0025909,-0.0002955,600.0000000,-0.0001529,0.0004724
,612.5000000,-0.0025078,0.0025912,612.5000000,0.0026828,-0.0005374,612.5000000,-0.0018863,0.0012204,612.5000000,0.0035258,-0.0037269
,625.0000000,-0.0029980,-0.0055624,625.0000000,-0.0014669,0.0011568,625.0000000,0.0015577,0.0028245,625.0000000,-0.0026868,0.0009396
,637.5000000,0.0090750,0.0096254,637.5000000,0.0012004,-0.0015044,637.5000000,0.0000433,-0.0007119,637.5000000,0.0027174,-0.0010070
,650.0000000,-0.0092747,-0.0081915,650.0000000,-0.0012725,0.0007790,650.0000000,-0.0014615,-0.0016484,650.0000000,-0.0013845,0.0009038
,662.5000000,0.0088939,0.0016772,662.5000000,0.0002770,-0.0007226,662.5000000,-0.0007722,0.0004131,662.5000000,0.0004119,-0.0001843
,675.0000000,-0.0141032,-0.0002304,675.0000000,0.0007987,0.0003746,675.0000000,0.0011827,-0.0012882,675.0000000,0.0004913,0.0004372
,687.5000000,0.0154770,-0.0007436,687.5000000,-0.0000527,0.0000671,687.5000000,0.0009743,0.0023764,687.5000000,-0.0011144,-0.0004169
,700.0000000,-0.0091934,0.0080765,700.0000000,-0.0017833,0.0009549,700.0000000,-0.0021838,-0.0022507,700.0000000,0.0002843,0.0004015
,712.5000000,0.0059069,-0.0068179,712.5000000,-0.0109659,-0.0090769,712.5000000,-0.0333611,-0.0172027,712.5000000,-0.0062320,0.0111457
,725.0000000,-0.0068610,-0.0069415,725.0000000,0.0257165,0.0166356,725.0000000,0.0705009,0.0395191,725.0000000,0.0138572,-0.0235773
,737.5000000,0.0014530,0.0145923,737.5000000,-0.0131231,-0.0094255,737.5000000,-0.0344422,-0.0226147,737.5000000,-0.0078026,0.0109565
,750.0000000,0.0007044,-0.0070903,750.0000000,-0.0001333,-0.0003953,750.0000000,-0.0018323,0.0003044,750.0000000,-0.0004149,0.0015721
,762.5000000,0.0040937,0.0020565,762.5000000,-0.0004422,0.0031976,762.5000000,-0.0002690,0.0032734,762.5000000,0.0022425,-0.0003999
,775.0000000,0.0003404,-0.0050379,775.0000000,-0.0006490,-0.0027464,775.0000000,0.0001351,-0.0030868,775.0000000,-0.0017480,-0.0002276
,787.5000000,-0.0138032,0.0093386,787.5000000,0.0017532,0.0019775,787.5000000,0.0008925,0.0026607,787.5000000,0.0006279,0.0003262
,800.0000000,0.0126150,-0.0082379,800.0000000,-0.0001141,-0.0022035,800.0000000,0.0007266,-0.0034248,800.0000000,-0.0009539,0.0000459
,812.5000000,-0.0001471,0.0038072,812.5000000,-0.0010518,0.0005932,812.5000000,-0.0024201,0.0016901,812.5000000,0.0014809,-0.0003997
,825.0000000,-0.0033149,-0.0036152,825.0000000,-0.0027153,0.0022759,825.0000000,0.0003831,0.0009327,825.0000000,-0.0029604,0.0012447
,837.5000000,0.0034549,-0.0000937,837.5000000,0.0036073,-0.0015941,837.5000000,0.0005254,0.0005569,837.5000000,0.0033307,-0.0018478
,850.0000000,-0.0002645,0.0053995,850.0000000,-0.0021377,-0.0027716,850.0000000,-0.0006903,-0.0046455,850.0000000,-0.0027613,0.0003619
,862.5000000,-0.0044737,-0.0075797,862.5000000,0.0124207,0.0025958,862.5000000,0.0112538,0.0090094,862.5000000,0.0081582,-0.0038107
,875.0000000,0.0027756,0.0062651,875.0000000,-0.0219146,0.0035347,875.0000000,-0.0170017,-0.0071889,875.0000000,-0.0135796,0.0087735
,887.5000000,0.0007144,-0.0026212,887.5000000,0.0150003,-0.0029941,887.5000000,0.0121944,0.0014215,887.5000000,0.0082013,-0.0064242
,900.0000000,0.0030202,0.0079923,900.0000000,0.0003826,-0.0049408,900.0000000,-0.0192383,-0.0053120,900.0000000,0.0049000,0.0077958
,912.5000000,-0.0090483,-0.0136912,912.5000000,-0.0088395,0.0059853,912.5000000,0.0212753,0.0095036,912.5000000,-0.0100625,-0.0098432
,925.0000000,0.0075882,0.0057878,925.0000000,0.0037404,-0.0032112,925.0000000,-0.0027538,-0.0063483,925.0000000,0.0001133,0.0009663
,937.5000000,-0.0015451,-0.0018306,937.5000000,-0.0003049,0.0005421,937.5000000,-0.0039717,0.0007644,937.5000000,0.0024411,0.0042503
,950.0000000,-0.0041085,0.0018671,950.0000000,0.0056572,0.0023339,950.0000000,-0.0040789,0.0088295,950.0000000,0.0092690,-0.0033656
,962.5000000,0.0057528,0.0030573,962.5000000,-0.0055410,0.0009920,962.5000000,0.0024831,-0.0098649,962.5000000,-0.0102726,0.0033445
,975.0000000,0.0003468,-0.0034478,975.0000000,0.0003452,-0.0013716,975.0000000,-0.0003341,-0.0031730,975.0000000,0.0005347,0.0067836
,987.5000000,-0.0039196,-0.0045272,987.5000000,0.0013685,-0.0010804,987.5000000,-0.0031808,0.0113929,987.5000000,0.0084370,-0.0110072
,1000.0000000,-0.0024481,0.0097912,1000.0000000,-0.0003653,-0.0031844,1000.0000000,0.0184194,-0.0078091,1000.0000000,-0.0145460,-0.0042389
,1012.5000000,0.0027300,-0.0057694,1012.5000000,0.0000375,0.0053936,1012.5000000,-0.0211380,0.0046900,1012.5000000,0.0147714,0.0103744
,1025.0000000,0.0035175,0.0042139,1025.0000000,-0.0027444,-0.0009492,1025.0000000,0.0048821,-0.0038657,1025.0000000,-0.0111179,-0.0036623
,1037.5000000,-0.0071236,-0.0036029,1037.5000000,0.0024140,-0.0014342,1037.5000000,0.0028014,0.0010746,1037.5000000,0.0046623,0.0014449
,1050.0000000,0.0059805,0.0059861,1050.0000000,-0.0004671,-0.0013593,1050.0000000,-0.0001614,0.0000885,1050.0000000,0.0004624,-0.0040517
,1062.5000000,-0.0032346,-0.0106849,1062.5000000,0.0004302,0.0034641,1062.5000000,-0.0008025,0.0009512,1062.5000000,-0.0018211,0.0052497
,1075.0000000,0.0026600,0.0006294,1075.0000000,0.0015988,-0.0024952,1075.0000000,0.0022403,-0.0007771,1075.0000000,0.0036266,-0.0035779
,1087.5000000,0.0001214,0.0104722,1087.5000000,-0.0025352,0.0019116,1087.5000000,-0.0037182,0.0003812,1087.5000000,-0.0038381,0.0037947
,1100.0000000,0.0015874,-0.0062680,1100.0000000,0.0003940,-0.0014032,1100.0000000,0.0020923,-0.0016023,1100.0000000,-0.0001824,-0.0034761
,1112.5000000,-0.0084134,0.0059759,1112.5000000,0.0024663,-0.0005845,1112.5000000,0.0018517,0.0022600,1112.5000000,0.0046207,0.0003971
,1125.0000000,0.0073740,-0.0140536,1125.0000000,-0.0028953,0.0010962,1125.0000000,-0.0027825,-0.0009797,1125.0000000,-0.0043236,0.0002755
,1137.5000000,-0.0006115,0.0114855,1137.5000000,0.0007123,0.0004411,1137.5000000,0.0009600,0.0002284,1137.5000000,0.0004332,0.0018482
,1150.0000000,-0.0017203,-0.0058386,1150.0000000,-0.0002830,-0.0017508,1150.0000000,-0.0012049,-0.0005264,1150.0000000,0.0011279,-0.0047487
,1162.5000000,-0.0002913,0.0018462,1162.5000000,0.0006559,0.0011910,1162.5000000,0.0023055,-0.0012166,1162.5000000,-0.0023524,0.0059609
,1175.0000000,0.0015313,0.0047708,1175.0000000,0.0009953,0.0009275,1175.0000000,-0.0013648,0.0027565,1175.0000000,0.0056035,-0.0034533
,1187.5000000,-0.0016486,-0.0042040,1187.5000000,-0.0021415,-0.0017903,1187.5000000,-0.0013052,-0.0010614,1187.5000000,-0.0056024,-0.0015060
,1200.0000000,0.0015836,0.0025820,1200.0000000,0.0014373,0.0009424,1200.0000000,0.0028752,-0.0003561,1200.0000000,0.0030757,0.0062832
,1212.5000000,0.0032511,-0.0085420,1212.5000000,0.0005189,0.0002601,1212.5000000,-0.0007219,0.0005759,1212.5000000,-0.0011338,-0.0048591
,1225.0000000,-0.0042051,0.0118258,1225.0000000,-0.0030332,-0.0003544,1225.0000000,-0.0031810,-0.0007188,1225.0000000,-0.0011454,0.0018919
,1237.5000000,-0.0040093,-0.0052467,1237.5000000,0.0026114,-0.0003687,1237.5000000,0.0030376,0.0001084,1237.5000000,0.0014432,-0.0011651
,1250.0000000,0.0056623,-0.0011473,1250.0000000,-0.0015218,0.0010789,1250.0000000,-0.0017003,0.0001620,1250.0000000,-0.0007428,0.0000817
,1262.5000000,0.0024911,0.0015210,1262.5000000,0.0018620,-0.0017820,1262.5000000,0.0017379,-0.0001027,1262.5000000,0.0002260,-0.0017136
,1275.0000000,-0.0068049,0.0019472,1275.0000000,-0.0010182,0.0004772,1275.0000000,0.0002111,-0.0007372,1275.0000000,-0.0003178,0.0028031
,1287.5000000,0.0035736,-0.0043458,1287.5000000,0.0022286,0.0009695,1287.5000000,0.0006911,0.0006789,1287.5000000,0.0014623,0.0002920
,1300.0000000,0.0028297,0.0022833,1300.0000000,-0.0027641,0.0011586,1300.0000000,-0.0043064,0.0010885,1300.0000000,0.0038625,-0.0010125
,1312.5000000,-0.0082078,-0.0011926,1312.5000000,-0.0004955,-0.0063698,1312.5000000,0.0050301,-0.0016839,1312.5000000,-0.0098818,-0.0059008
,1325.0000000,0.0041297,-0.0011865,1325.0000000,0.0069936,0.0070100,1325.0000000,-0.0010898,0.0039581,1325.0000000,0.0129850,0.0060530
,1337.5000000,0.0037271,0.0020072,1337.5000000,-0.0111295,-0.0018624,1337.5000000,-0.0033414,-0.0057032,1337.5000000,-0.0147142,0.0014865
,1350.0000000,-0.0080004,0.0005781,1350.0000000,0.0037585,0.0015451,1350.0000000,0.0007096,0.0023088,1350.0000000,0.0066875,0.0017534
,1362.5000000,0.0063087,0.0026418,1362.5000000,0.0033079,-0.0057078,1362.5000000,0.0042678,-0.0001677,1362.5000000,-0.0015571,-0.0100242
,1375.0000000,-0.0004198,-0.0143333,1375.0000000,-0.0012238,0.0052438,1375.0000000,-0.0035206,0.0014380,1375.0000000,0.0038384,0.0082577
,1387.5000000,-0.0018687,0.0199584,1387.5000000,-0.0007770,-0.0007565,1387.5000000,0.0005389,-0.0010118,1387.5000000,-0.0026327,-0.0018586
,1400.0000000,0.0030964,-0.0105141,1400.0000000,0.0000676,-0.0012732,1400.0000000,0.0004792,-0.0007174,1400.0000000,-0.0005481,0.0005065
,1412.5000000,-0.0019380,0.0074126,1412.5000000,-0.0000172,0.0029255,1412.5000000,-0.0019545,0.0023376,1412.5000000,0.0050512,-0.0009042
,1425.0000000,-0.0008135,-0.0096783,1425.0000000,0.0005988,-0.0058363,1425.0000000,0.0034573,-0.0039843,1425.0000000,-0.0081737,0.0014723
,1437.5000000,0.0022907,0.0035863,1437.5000000,-0.0008732,0.0055938,1437.5000000,-0.0033074,0.0036589,1437.5000000,0.0068063,-0.0020756
,1450.0000000,-0.0076569,-0.0002179,1450.0000000,-0.0019445,-0.0012143,1450.0000000,-0.0008239,-0.0020906,1450.0000000,-0.0013168,0.0025101
,1462.5000000,0.0091826,0.0089081,1462.5000000,0.0060416,-0.0015108,1462.5000000,0.0060102,0.0032375,1462.5000000,-0.0037880,-0.0047764
,1475.0000000,-0.0019795,-0.0131107,1475.0000000,-0.0019843,-0.0041900,1475.0000000,0.0008113,-0.0077109,1475.0000000,-0.0010564,0.0061840
,1487.5000000,-0.0007815,0.0021871,1487.5000000,-0.0041734,0.0080753,1487.5000000,-0.0093918,0.0079774,1487.5000000,0.0066362,-0.0045338
,1500.0000000,-0.0025039,0.0060372,1500.0000000,0.0027551,-0.0019503,1500.0000000,0.0049960,-0.0020925,1500.0000000,-0.0027550,0.0016590
,1512.5000000,0.0002585,-0.0075653,1512.5000000,0.0024386,-0.0062350,1512.5000000,0.0037287,-0.0037741,1512.5000000,-0.0033108,0.0010366
,1525.0000000,0.0088053,0.0039292,1525.0000000,-0.0048769,0.0102609,1525.0000000,-0.0076022,0.0070008,1525.0000000,0.0059819,-0.0028220
,1537.5000000,-0.0095354,-0.0040348,1537.5000000,0.0014287,-0.0062655,1537.5000000,0.0035911,-0.0048874,1537.5000000,-0.0027817,0.0024984
,1550.0000000,0.0015707,0.0022290,1550.0000000,-0.0007046,0.0000121,1550.0000000,-0.0011149,-0.0002960,1550.0000000,-0.0002674,-0.0007493
,1562.5000000,0.0001003,0.0119079,1562.5000000,0.0020660,0.0019425,1562.5000000,0.0012823,0.0025111,1562.5000000,-0.0007281,-0.0007998
,1575.0000000,0.0018451,-0.0141202,1575.0000000,-0.0012909,-0.0024601,1575.0000000,0.0003951,-0.0028656,1575.0000000,0.0008650,0.0024395
,1587.5000000,0.0036614,0.0020540,1587.5000000,0.0015125,0.0036103,1587.5000000,-0.0006794,0.0033987,1587.5000000,0.0005768,-0.0029385
,1600.0000000,-0.0092989,0.0053046,1600.0000000,-0.0010339,-0.0001843,1600.0000000,-0.0002896,0.0000321,1600.0000000,-0.0043857,0.0036081
,1612.5000000,0.0038261,-0.0043019,1612.5000000,-0.0042624,-0.0115190,1612.5000000,-0.0018200,-0.0107484,1612.5000000,0.0109481,-0.0110163
,1625.0000000,0.0050994,-0.0051992,1625.0000000,0.0092494,0.0139662,1625.0000000,0.0070050,0.0139544,1625.0000000,-0.0102771,0.0158753
,1637.5000000,0.0009534,0.0114145,1637.5000000,-0.0051997,0.0047744,1637.5000000,-0.0058911,0.0021711,1637.5000000,-0.0021012,-0.0039573
,1650.0000000,-0.0068724,-0.0001167,1650.0000000,0.0055538,-0.0253802,1650.0000000,0.0060361,-0.0187339,1650.0000000,0.0156672,-0.0109147
,1662.5000000,-0.0050548,-0.0084622,1662.5000000,-0.0124762,0.0279815,1662.5000000,-0.0117520,0.0189028,1662.5000000,-0.0191682,0.0127712
,1675.0000000,0.0243189,-0.0069390,1675.0000000,0.0016164,-0.0207359,1675.0000000,0.0044007,-0.0143272,1675.0000000,0.0050177,-0.0121870
,1687.5000000,-0.0324198,0.0304061,1687.5000000,0.0235963,0.0169377,1687.5000000,0.0142803,0.0158014,1687.5000000,0.0178911,0.0157875
,1700.0000000,0.0153205,-0.0211550,1700.0000000,-0.0259048,-0.0116911,1700.0000000,-0.0183421,-0.0130368,1700.0000000,-0.0210896,-0.0127010
,1712.5000000,-0.0155990,-0.0036388,1712.5000000,0.0071363,0.0038842,1712.5000000,0.0058294,0.0047646,1712.5000000,0.0057783,0.0045731
,1725.0000000,0.0298638,-0.0030524,1725.0000000,0.0022115,-0.0002328,1725.0000000,0.0023461,-0.0006926,1725.0000000,0.0033306,-0.0019339
,1737.5000000,-0.0165785,0.0155456,1737.5000000,-0.0030566,-0.0002783,1737.5000000,-0.0020888,0.0001287,1737.5000000,-0.0037043,0.0020453
,1750.0000000,-0.0021333,-0.0014441,1750.0000000,0.0027282,0.0020341,1750.0000000,0.0013048,0.0000987,1750.0000000,0.0004290,0.0003789
,1762.5000000,0.0027022,-0.0024767,1762.5000000,-0.0005623,-0.0029694,1762.5000000,-0.0013182,-0.0001639,1762.5000000,0.0004838,-0.0019346
,1775.0000000,0.0164404,-0.0178711,1775.0000000,0.0004325,0.0017986,1775.0000000,0.0009441,0.0003932,1775.0000000,0.0015776,0.0006633
,1787.5000000,-0.0336055,0.0340784,1787.5000000,-0.0055374,-0.0019508,1787.5000000,-0.0017659,-0.0019783,1787.5000000,-0.0001342,-0.0009361
,1800.0000000,0.0285717,-0.0420880,1800.0000000,0.0097861,0.0092920,1800.0000000,0.0005753,0.0058357,1800.0000000,-0.0023068,-0.0004681
,1812.5000000,-0.0162927,0.0456471,1812.5000000,0.0011888,-0.0141290,1812.5000000,0.0055608,-0.0052041,1812.5000000,0.0022863,0.0065111
,1825.0000000,0.0047901,-0.0311595,1825.0000000,-0.0101337,0.0015437,1825.0000000,-0.0051566,-0.0016040,1825.0000000,-0.0009515,-0.0093766
,1837.5000000,0.0025948,-0.0011073,1837.5000000,-0.0011491,0.0093161,1837.5000000,-0.0018936,0.0044442,1837.5000000,-0.0007888,0.0090337
,1850.0000000,0.0026959,0.0051674,1850.0000000,0.0061698,-0.0061201,1850.0000000,0.0033710,-0.0024072,1850.0000000,0.0017896,-0.0075490
,1862.5000000,-0.0073737,0.0090507,1862.5000000,0.0000551,0.0042642,1862.5000000,-0.0018928,0.0011793,1862.5000000,-0.0002099,0.0052745
,1875.0000000,-0.0113499,-0.0011677,1875.0000000,-0.0037544,-0.0057448,1875.0000000,0.0004304,-0.0025214,1875.0000000,-0.0022783,-0.0052365
,1887.5000000,0.0450560,-0.0218912,1887.5000000,-0.0005504,0.0025216,1887.5000000,0.0003944,0.0016273,1887.5000000,0.0001546,0.0032566
,1900.0000000,-0.0406014,0.0166310,1900.0000000,0.0071354,0.0023377,1900.0000000,0.0005650,0.0027596,1900.0000000,0.0013470,-0.0014055
,1912.5000000,0.0263579,0.0092373,1912.5000000,-0.0055356,-0.0019443,1912.5000000,-0.0014476,-0.0044638,1912.5000000,0.0019630,0.0029079
,1925.0000000,-0.0321189,-0.0053360,1925.0000000,0.0053743,-0.0012542,1925.0000000,0.0020130,0.0035107,1925.0000000,-0.0001313,-0.0028649
,1937.5000000,0.0160715,-0.0047321,1937.5000000,-0.0074383,0.0016570,1937.5000000,-0.0015796,-0.0023724,1937.5000000,-0.0041316,0.0003627
,1950.0000000,-0.0002126,0.0024214,1950.0000000,0.0042731,-0.0030836,1950.0000000,0.0014679,0.0010518,1950.0000000,0.0028875,0.0001084
,1962.5000000,-0.0006731,-0.0051866,1962.5000000,-0.0010014,0.0043888,1962.5000000,-0.0007300,-0.0002653,1962.5000000,-0.0020619,0.0009823
,1975.0000000,-0.0026565,0.0049303,1975.0000000,-0.0004128,-0.0022942,1975.0000000,-0.0002297,-0.0000028,1975.0000000,0.0008970,-0.0014080
,1987.5000000,-0.0012764,-0.0011908,1987.5000000,-0.0001719,0.0023563,1987.5000000,0.0001052,-0.0001349,1987.5000000,-0.0012217,0.0021738
,2000.0000000,0.0152370,0.0031209,2000.0000000,0.0035973,-0.0045993,2000.0000000,0.0002600,0.0024202,2000.0000000,0.0046449,-0.0040487
,2012.5000000,-0.0141522,-0.0004728,2012.5000000,0.0011760,0.0082233,2012.5000000,-0.0052471,-0.0060954,2012.5000000,0.0029784,0.0110245
,2025.0000000,0.0020188,-0.0019888,2025.0000000,-0.0059058,-0.0069160,2025.0000000,0.0071396,0.0060050,2025.0000000,-0.0100496,-0.0103345
,2037.5000000,0.0042812,0.0022324,2037.5000000,0.0014126,-0.0003677,2037.5000000,-0.0005524,-0.0024623,2037.5000000,0.0024008,0.0001782
,2050.0000000,0.0005790,-0.0039040,2050.0000000,0.0004761,0.0012051,2050.0000000,-0.0009606,0.0012449,2050.0000000,0.0015904,0.0010661
,2062.5000000,-0.0051815,-0.0040524,2062.5000000,-0.0005963,0.0021372,2062.5000000,-0.0030701,-0.0015630,2062.5000000,0.0022688,0.0012186
,2075.0000000,-0.0008530,0.0173724,2075.0000000,0.0002750,-0.0013332,2075.0000000,0.0030306,-0.0003219,2075.0000000,-0.0038383,0.0011664
