C:\Simcenter\Testxpress\ProjectData\Gamma_TBPF_250612\Data\100_36500.xdf,13.06.25,10:31:11,,,
,M1: Mic_near_1m : FFT(C1) Frequency[Hz],M1: Mic_near_1m : FFT(C1) [Pa](A),,M2: Acc_Comp_plate_x : FFT(C2) Frequency[Hz],M2: Acc_Comp_plate_x : FFT(C2) [g],,M3: Acc_Comp_plate_y : FFT(C3) Frequency[Hz],M3: Acc_Comp_plate_y : FFT(C3) [g],,M4: Acc_Comp_plate_z : FFT(C4) Frequency[Hz],M4: Acc_Comp_plate_z : FFT(C4) [g],
Unit,Hz,Pa,,Hz,g,,Hz,g,,Hz,g,
Sensor,,,,,,,,,,,,
PointId,,,,,,,,,,,,
PointDir,,'',,,'',,,'',,,'',
Info1,,,,,,,,,,,,
Info2,,,,,,,,,,,,
Info3,,,,,,,,,,,,
Info4,,,,,,,,,,,,
Z Axis,,,,,,,,
,0.0000000,0.0000000,0.0000000,0.0000000,-0.0027159,0.0000000,0.0000000,-0.0008881,0.0000000,0.0000000,0.0004644,0.0000000
,12.5000000,0.0000985,-0.0000410,12.5000000,0.0021847,0.0006760,12.5000000,0.0010615,-0.0003062,12.5000000,-0.0003141,0.0012450
,25.0000000,-0.0004542,0.0000351,25.0000000,-0.0001874,-0.0005881,25.0000000,-0.0003854,0.0004776,25.0000000,0.0000053,-0.0011590
,37.5000000,0.0005625,0.0000039,37.5000000,-0.0003067,-0.0000342,37.5000000,-0.0005982,-0.0002149,37.5000000,-0.0001219,-0.0007216
,50.0000000,-0.0009871,0.0007132,50.0000000,0.0013861,0.0019730,50.0000000,0.0007596,-0.0006627,50.0000000,0.0018341,0.0077128
,62.5000000,0.0009723,-0.0006875,62.5000000,-0.0023148,-0.0039749,62.5000000,-0.0003910,0.0007437,62.5000000,-0.0031669,-0.0115526
,75.0000000,0.0004463,0.0004430,75.0000000,0.0026692,0.0027608,75.0000000,0.0002882,-0.0004801,75.0000000,0.0027536,0.0061035
,87.5000000,-0.0004633,-0.0001225,87.5000000,-0.0018774,0.0004036,87.5000000,0.0005087,0.0010515,87.5000000,-0.0024491,-0.0004734
,100.0000000,-0.0000487,-0.0002926,100.0000000,0.0002915,-0.0012714,100.0000000,-0.0009138,-0.0014093,100.0000000,0.0007531,-0.0011751
,112.5000000,0.0001205,0.0005143,112.5000000,0.0020589,-0.0007387,112.5000000,0.0001966,0.0003825,112.5000000,0.0014847,0.0006767
,125.0000000,0.0001398,-0.0003688,125.0000000,-0.0050653,0.0036248,125.0000000,-0.0007118,0.0005339,125.0000000,-0.0019963,0.0012451
,137.5000000,-0.0004681,0.0000588,137.5000000,0.0050154,-0.0032435,137.5000000,0.0007336,-0.0016121,137.5000000,0.0012839,-0.0008303
,150.0000000,-0.0000248,-0.0001371,150.0000000,-0.0030238,-0.0005225,150.0000000,-0.0039112,0.0004044,150.0000000,0.0023774,0.0005490
,162.5000000,-0.0011763,0.0023079,162.5000000,0.0150789,-0.0073269,162.5000000,-0.0354446,-0.0341346,162.5000000,0.0261722,0.0264576
