C:\Simcenter\Testxpress\ProjectData\Gamma_TBPF_250612\Data\100_42500.xdf,13.06.25,10:41:24,,,
,M1: Mic_near_1m : FFT(C1) Frequency[Hz],M1: Mic_near_1m : FFT(C1) [Pa](A),,M2: Acc_Comp_plate_x : FFT(C2) Frequency[Hz],M2: Acc_Comp_plate_x : FFT(C2) [g],,M3: Acc_Comp_plate_y : FFT(C3) Frequency[Hz],M3: Acc_Comp_plate_y : FFT(C3) [g],,M4: Acc_Comp_plate_z : FFT(C4) Frequency[Hz],M4: Acc_Comp_plate_z : FFT(C4) [g],
,175.0000000,0.0053635,-0.0034659,175.0000000,-0.0356974,-0.0001194,175.0000000,0.0303311,0.1145751,175.0000000,-0.0194922,-0.0873274
,187.5000000,-0.0042047,0.0025694,187.5000000,0.0219055,-0.0004762,187.5000000,-0.0186693,-0.0696954,187.5000000,0.0118977,0.0527394
,200.0000000,0.0013036,-0.0013949,200.0000000,-0.0014954,0.0011782,200.0000000,0.0018846,0.0031275,200.0000000,-0.0013706,-0.0017560
,212.5000000,-0.0022437,0.0033875,212.5000000,0.0003290,-0.0009217,212.5000000,-0.0005695,0.0009266,212.5000000,0.0006206,-0.0012369
,225.0000000,0.0016638,-0.0027476,225.0000000,-0.0007145,0.0002296,225.0000000,0.0006003,0.0005478,225.0000000,-0.0007765,-0.0004390
,237.5000000,0.0004046,-0.0005348,237.5000000,0.0002290,-0.0004330,237.5000000,-0.0000240,-0.0002562,237.5000000,0.0001651,0.0001417
,250.0000000,0.0006983,0.0018301,250.0000000,-0.0008672,0.0002716,250.0000000,0.0010730,0.0003819,250.0000000,-0.0016846,-0.0004301
,262.5000000,-0.0007012,-0.0010967,262.5000000,-0.0007312,-0.0001510,262.5000000,0.0029783,0.0000012,262.5000000,-0.0035268,-0.0016873
,275.0000000,-0.0002140,0.0004022,275.0000000,0.0160327,0.0091251,275.0000000,-0.0367477,-0.0019430,275.0000000,0.0458237,0.0218768
,287.5000000,-0.0020384,-0.0031847,287.5000000,-0.0227794,-0.0134982,287.5000000,0.0516466,0.0033269,287.5000000,-0.0641732,-0.0309354
,300.0000000,0.0009823,0.0069132,300.0000000,0.0075662,0.0035789,300.0000000,-0.0172432,-0.0019028,300.0000000,0.0212338,0.0097005
,312.5000000,0.0032057,-0.0070760,312.5000000,-0.0000373,0.0019139,312.5000000,-0.0021866,0.0021791,312.5000000,0.0022130,0.0004538
,325.0000000,-0.0030055,0.0057558,325.0000000,0.0013105,-0.0018350,325.0000000,0.0010559,-0.0027182,325.0000000,-0.0000299,0.0008353
,337.5000000,0.0022025,0.0037761,337.5000000,-0.0024222,0.0007798,337.5000000,-0.0032547,0.0005164,337.5000000,0.0003961,0.0002151
,350.0000000,-0.0063511,-0.0164760,350.0000000,0.0054594,0.0004627,350.0000000,0.0076593,0.0013351,350.0000000,-0.0007016,0.0001265
,362.5000000,0.0071766,0.0110946,362.5000000,-0.0042561,0.0000210,362.5000000,-0.0062879,-0.0008421,362.5000000,0.0006786,-0.0004807
,375.0000000,-0.0042956,0.0032460,375.0000000,0.0006908,-0.0003526,375.0000000,0.0008680,-0.0002504,375.0000000,0.0001818,0.0006390
,387.5000000,0.0039542,-0.0059138,387.5000000,-0.0000670,0.0002211,387.5000000,-0.0000003,0.0006447,387.5000000,0.0001531,-0.0008628
,400.0000000,0.0049510,0.0006434,400.0000000,0.0001117,-0.0000394,400.0000000,0.0003022,0.0002356,400.0000000,-0.0003188,0.0009060
,412.5000000,-0.0174731,0.0025806,412.5000000,0.0012010,0.0005167,412.5000000,0.0013110,0.0010502,412.5000000,0.0006885,-0.0013011
,425.0000000,0.0126570,-0.0002397,425.0000000,-0.0024971,-0.0012882,425.0000000,-0.0035649,-0.0041867,425.0000000,-0.0012980,0.0018015
,437.5000000,0.0012000,-0.0059121,437.5000000,0.0017343,0.0005159,437.5000000,0.0021662,0.0035038,437.5000000,0.0011619,-0.0009862
,450.0000000,-0.0084431,0.0081361,450.0000000,-0.0008006,0.0007489,450.0000000,0.0002310,-0.0020006,450.0000000,-0.0006509,0.0006101
,462.5000000,0.0073325,-0.0074191,462.5000000,0.0007269,0.0000201,462.5000000,-0.0014705,0.0010258,462.5000000,0.0004756,0.0005869
,475.0000000,-0.0040007,0.0057834,475.0000000,-0.0001367,-0.0005369,475.0000000,0.0016576,0.0001886,475.0000000,-0.0009454,-0.0011874
,487.5000000,0.0022324,-0.0012288,487.5000000,-0.0009016,-0.0002911,487.5000000,-0.0007400,0.0006038,487.5000000,0.0001530,-0.0006942
,500.0000000,0.0029175,0.0007462,500.0000000,0.0006714,-0.0013615,500.0000000,-0.0013105,-0.0042502,500.0000000,0.0013660,0.0006838
,512.5000000,-0.0082795,-0.0024901,512.5000000,0.0011032,0.0046277,512.5000000,0.0020063,0.0087048,512.5000000,-0.0008467,0.0009936
,525.0000000,0.0139066,0.0035413,525.0000000,0.0000872,-0.0051808,525.0000000,0.0055096,-0.0083185,525.0000000,-0.0009400,-0.0015943
,537.5000000,-0.0164940,-0.0038280,537.5000000,-0.0030529,0.0040246,537.5000000,-0.0133235,0.0022725,537.5000000,0.0014780,0.0035751
,550.0000000,0.0055494,0.0009521,550.0000000,0.0033681,-0.0011872,550.0000000,0.0057718,0.0017167,550.0000000,-0.0007254,0.0005173
,562.5000000,0.0038403,-0.0022596,562.5000000,-0.0040679,-0.0024550,562.5000000,0.0105407,0.0023832,562.5000000,0.0010949,-0.0153463
,575.0000000,0.0021869,0.0117538,575.0000000,0.0034788,0.0027627,575.0000000,-0.0126254,-0.0043164,575.0000000,-0.0003831,0.0163658
,587.5000000,-0.0080441,-0.0147095,587.5000000,-0.0002131,-0.0003045,587.5000000,0.0026903,0.0007791,587.5000000,0.0000639,-0.0033962
,600.0000000,0.0045066,0.0071626,600.0000000,-0.0008726,-0.0021354,600.0000000,0.0021052,0.0024218,600.0000000,-0.0020801,-0.0026599
,612.5000000,0.0010680,-0.0035832,612.5000000,0.0004168,0.0026064,612.5000000,-0.0009729,-0.0033504,612.5000000,0.0023188,0.0036743
,625.0000000,-0.0015017,0.0017546,625.0000000,-0.0002485,-0.0016350,625.0000000,-0.0015391,-0.0003231,625.0000000,-0.0003039,-0.0024422
,637.5000000,-0.0056662,-0.0025264,637.5000000,-0.0008607,0.0009354,637.5000000,-0.0007145,0.0029463,637.5000000,-0.0009993,0.0012111
,650.0000000,0.0101438,0.0065870,650.0000000,0.0014544,0.0004503,650.0000000,0.0021126,-0.0002152,650.0000000,0.0006550,-0.0000041
,662.5000000,0.0043671,-0.0074577,662.5000000,-0.0006299,-0.0010888,662.5000000,0.0008495,-0.0021272,662.5000000,-0.0002755,-0.0012741
,675.0000000,-0.0190707,0.0081853,675.0000000,-0.0008974,0.0010353,675.0000000,-0.0030183,0.0027447,675.0000000,0.0002088,0.0011327
,687.5000000,0.0084100,0.0006335,687.5000000,-0.0013262,0.0008691,687.5000000,-0.0039848,0.0020548,687.5000000,0.0013920,0.0019508
,700.0000000,-0.0048354,-0.0146367,700.0000000,0.0179753,-0.0126131,700.0000000,0.0445552,-0.0310201,700.0000000,-0.0094436,-0.0171944
,712.5000000,0.0105154,0.0115391,712.5000000,-0.0245179,0.0175577,712.5000000,-0.0610811,0.0440405,712.5000000,0.0131424,0.0234405
,725.0000000,0.0044924,-0.0012583,725.0000000,0.0072066,-0.0061416,725.0000000,0.0183553,-0.0161906,725.0000000,-0.0052938,-0.0069896
,737.5000000,-0.0121155,0.0007934,737.5000000,0.0026329,-0.0008922,737.5000000,0.0066874,-0.0003979,737.5000000,0.0003342,-0.0029626
,750.0000000,0.0073548,-0.0069033,750.0000000,-0.0016923,0.0013794,750.0000000,-0.0039313,0.0017165,750.0000000,0.0013783,0.0010662
,762.5000000,-0.0119046,0.0110299,762.5000000,0.0006350,0.0004634,762.5000000,0.0008150,-0.0014007,762.5000000,-0.0016901,0.0013702
,775.0000000,0.0116737,-0.0081755,775.0000000,-0.0007219,-0.0027566,775.0000000,0.0007425,-0.0017608,775.0000000,-0.0007855,-0.0017972
,787.5000000,0.0033612,0.0031940,787.5000000,0.0018953,0.0016331,787.5000000,0.0007091,0.0021762,787.5000000,0.0015858,0.0005526
,800.0000000,-0.0124187,-0.0005612,800.0000000,-0.0014843,0.0017721,800.0000000,-0.0013718,-0.0007354,800.0000000,-0.0014028,0.0019984
,812.5000000,0.0054924,0.0022654,812.5000000,0.0009390,-0.0037117,812.5000000,0.0015813,0.0004155,812.5000000,0.0013802,-0.0049580
,825.0000000,0.0016312,-0.0038269,825.0000000,-0.0008293,0.0039794,825.0000000,-0.0021932,0.0003016,825.0000000,-0.0003003,0.0052588
,837.5000000,-0.0054439,0.0013302,837.5000000,0.0066090,-0.0006254,837.5000000,0.0071316,0.0050568,837.5000000,0.0034857,-0.0054518
,850.0000000,0.0049241,-0.0017937,850.0000000,-0.0169460,-0.0054072,850.0000000,-0.0142014,-0.0164709,850.0000000,-0.0111057,0.0069461
,862.5000000,-0.0030332,0.0024530,862.5000000,0.0098900,0.0042257,862.5000000,0.0092296,0.0124830,862.5000000,0.0067417,-0.0046387
,875.0000000,0.0046871,-0.0010685,875.0000000,0.0110718,-0.0043759,875.0000000,0.0033044,-0.0018386,875.0000000,0.0076200,-0.0032063
,887.5000000,-0.0022728,-0.0007307,887.5000000,-0.0137375,0.0038529,887.5000000,-0.0040625,-0.0035250,887.5000000,-0.0114803,0.0048216
,900.0000000,-0.0042665,0.0048530,900.0000000,0.0008191,-0.0002856,900.0000000,-0.0026734,0.0063998,900.0000000,0.0044263,-0.0015210
,912.5000000,0.0087047,-0.0025954,912.5000000,0.0024302,0.0026969,912.5000000,0.0026989,-0.0070221,912.5000000,-0.0027241,0.0049311
,925.0000000,-0.0041213,-0.0043640,925.0000000,0.0006657,-0.0073025,925.0000000,0.0095470,0.0088616,925.0000000,0.0004400,-0.0151195
,937.5000000,-0.0061763,0.0005217,937.5000000,0.0041943,0.0092490,937.5000000,-0.0215860,0.0010735,937.5000000,0.0130389,0.0173352
,950.0000000,0.0061445,0.0095748,950.0000000,-0.0096024,0.0006612,950.0000000,0.0080994,-0.0172180,950.0000000,-0.0159030,0.0040741
,962.5000000,0.0004830,-0.0077517,962.5000000,0.0056043,-0.0073992,962.5000000,0.0086939,0.0162052,962.5000000,0.0041280,-0.0198603
,975.0000000,0.0015727,0.0039955,975.0000000,-0.0019844,0.0019893,975.0000000,-0.0047756,-0.0075744,975.0000000,0.0010809,0.0120679
,987.5000000,-0.0091586,-0.0050988,987.5000000,0.0031316,-0.0003502,987.5000000,-0.0044255,0.0046508,987.5000000,0.0037915,-0.0013511
,1000.0000000,0.0120863,0.0007128,1000.0000000,-0.0016277,0.0006962,1000.0000000,0.0077471,0.0004070,1000.0000000,-0.0050956,-0.0046051
,1012.5000000,-0.0043097,0.0002388,1012.5000000,0.0005502,0.0019085,1012.5000000,-0.0043177,-0.0009063,1012.5000000,0.0019021,0.0068769
,1025.0000000,-0.0070981,-0.0011348,1025.0000000,-0.0018116,-0.0040751,1025.0000000,0.0020379,-0.0060546,1025.0000000,-0.0014345,-0.0069293
,1037.5000000,0.0064964,0.0003559,1037.5000000,0.0009359,0.0036667,1037.5000000,-0.0025307,0.0052447,1037.5000000,0.0001194,0.0057498
,1050.0000000,0.0121326,0.0100547,1050.0000000,-0.0026631,-0.0025645,1050.0000000,0.0014294,-0.0017551,1050.0000000,-0.0028436,-0.0053038
,1062.5000000,-0.0224370,-0.0115486,1062.5000000,0.0049409,0.0014825,1062.5000000,0.0001156,0.0017521,1062.5000000,0.0058612,0.0040791
,1075.0000000,0.0076648,0.0033498,1075.0000000,-0.0027071,-0.0008024,1075.0000000,-0.0009103,-0.0013295,1075.0000000,-0.0026860,-0.0011662
,1087.5000000,0.0024881,-0.0033940,1087.5000000,0.0010118,0.0005029,1087.5000000,0.0019823,0.0000655,1087.5000000,0.0006126,-0.0004992
,1100.0000000,0.0006298,0.0070877,1100.0000000,0.0005085,0.0011895,1100.0000000,-0.0013980,0.0014694,1100.0000000,0.0013522,0.0026326
,1112.5000000,-0.0015236,-0.0060479,1112.5000000,-0.0023371,-0.0024951,1112.5000000,0.0009696,-0.0016567,1112.5000000,-0.0046389,-0.0041749
,1125.0000000,0.0010411,0.0054327,1125.0000000,0.0010276,0.0021673,1125.0000000,-0.0024575,0.0026754,1125.0000000,0.0034831,0.0019868
,1137.5000000,-0.0021337,-0.0045116,1137.5000000,0.0003885,-0.0013673,1137.5000000,0.0018684,-0.0042943,1137.5000000,-0.0009285,0.0014665
,1150.0000000,-0.0013902,0.0034670,1150.0000000,0.0013872,0.0015005,1150.0000000,-0.0004789,0.0049821,1150.0000000,0.0022934,-0.0020397
,1162.5000000,0.0047297,-0.0024519,1162.5000000,-0.0018800,-0.0015209,1162.5000000,0.0003674,-0.0041230,1162.5000000,-0.0019246,-0.0007460
,1175.0000000,-0.0025417,-0.0016435,1175.0000000,0.0010516,-0.0012069,1175.0000000,0.0020276,0.0004867,1175.0000000,-0.0019873,0.0011916
,1187.5000000,0.0012127,-0.0006226,1187.5000000,-0.0031302,0.0035606,1187.5000000,-0.0044960,0.0008408,1187.5000000,0.0048762,0.0046462
,1200.0000000,0.0004529,0.0040142,1200.0000000,0.0035951,-0.0030068,1200.0000000,0.0024543,0.0005671,1200.0000000,-0.0065914,-0.0083360
,1212.5000000,-0.0066174,0.0050165,1212.5000000,-0.0011180,0.0012333,1212.5000000,-0.0000123,-0.0008444,1212.5000000,0.0057784,0.0045003
,1225.0000000,0.0126624,-0.0110678,1225.0000000,0.0015208,0.0017629,1225.0000000,0.0011172,0.0027212,1225.0000000,-0.0016223,-0.0001516
,1237.5000000,-0.0104459,0.0036117,1237.5000000,-0.0029421,-0.0033895,1237.5000000,-0.0022903,-0.0039605,1237.5000000,-0.0013838,-0.0012579
,1250.0000000,0.0034679,0.0016644,1250.0000000,0.0032430,0.0017299,1250.0000000,0.0020246,0.0018165,1250.0000000,0.0029658,0.0007485
,1262.5000000,0.0006109,-0.0010897,1262.5000000,-0.0020516,-0.0013657,1262.5000000,-0.0003536,-0.0004116,1262.5000000,-0.0033874,-0.0028556
,1275.0000000,-0.0042600,0.0003135,1275.0000000,-0.0010575,0.0016625,1275.0000000,-0.0022138,-0.0000347,1275.0000000,0.0010325,0.0055441
,1287.5000000,0.0078295,0.0025956,1287.5000000,0.0032800,-0.0004137,1287.5000000,0.0027197,0.0006507,1287.5000000,0.0017035,-0.0024135
,1300.0000000,-0.0073603,-0.0045638,1300.0000000,-0.0046732,0.0018229,1300.0000000,-0.0027176,-0.0001162,1300.0000000,-0.0042632,0.0015413
,1312.5000000,0.0051505,0.0037415,1312.5000000,0.0045735,-0.0074320,1312.5000000,0.0034499,-0.0014030,1312.5000000,0.0044646,-0.0095635
,1325.0000000,-0.0042697,-0.0000527,1325.0000000,-0.0019030,0.0054739,1325.0000000,-0.0014712,0.0010557,1325.0000000,-0.0026086,0.0077101
,1337.5000000,0.0018408,-0.0036236,1337.5000000,-0.0013444,0.0049154,1337.5000000,-0.0027095,0.0011583,1337.5000000,0.0021486,0.0064560
,1350.0000000,0.0010255,0.0060350,1350.0000000,0.0032257,-0.0060122,1350.0000000,0.0035522,-0.0005029,1350.0000000,-0.0008577,-0.0085891
,1362.5000000,-0.0011784,-0.0081065,1362.5000000,-0.0025024,0.0036798,1362.5000000,-0.0033928,-0.0001638,1362.5000000,0.0022823,0.0068488
,1375.0000000,0.0034982,0.0111289,1375.0000000,0.0001340,-0.0049115,1375.0000000,0.0044601,-0.0016038,1375.0000000,-0.0059563,-0.0091995
,1387.5000000,-0.0020599,-0.0124417,1387.5000000,0.0012252,0.0024635,1387.5000000,-0.0021817,0.0019477,1387.5000000,0.0033097,0.0041237
,1400.0000000,-0.0056359,0.0116525,1400.0000000,-0.0020273,0.0018114,1400.0000000,-0.0025671,-0.0005252,1400.0000000,0.0039110,0.0025289
,1412.5000000,0.0071329,-0.0130278,1412.5000000,0.0028423,-0.0035583,1412.5000000,0.0049295,-0.0006192,1412.5000000,-0.0075942,-0.0036769
,1425.0000000,-0.0032310,0.0062463,1425.0000000,-0.0023417,0.0024137,1425.0000000,-0.0040534,0.0008053,1425.0000000,0.0057064,0.0019871
,1437.5000000,0.0024296,0.0068507,1437.5000000,-0.0041327,-0.0023864,1437.5000000,-0.0007054,-0.0052420,1437.5000000,-0.0017160,0.0049589
,1450.0000000,-0.0011878,-0.0036028,1450.0000000,0.0119882,0.0025591,1450.0000000,0.0064563,0.0104491,1450.0000000,-0.0018668,-0.0121711
,1462.5000000,-0.0045190,-0.0147396,1462.5000000,-0.0104688,-0.0022732,1462.5000000,-0.0058782,-0.0098090,1462.5000000,0.0019538,0.0104708
,1475.0000000,0.0105853,0.0222758,1475.0000000,0.0011350,0.0021957,1475.0000000,-0.0016934,0.0049988,1475.0000000,0.0020552,-0.0040084
,1487.5000000,-0.0135793,-0.0145465,1487.5000000,0.0120821,-0.0005223,1487.5000000,0.0129690,0.0038329,1487.5000000,-0.0071917,-0.0046815
,1500.0000000,0.0120126,0.0011029,1500.0000000,-0.0151675,-0.0003302,1500.0000000,-0.0144761,-0.0069836,1500.0000000,0.0073200,0.0078230
,1512.5000000,-0.0083208,0.0086351,1512.5000000,0.0062392,0.0000907,1512.5000000,0.0051659,0.0026828,1512.5000000,-0.0024700,-0.0033270
,1525.0000000,0.0040144,-0.0046854,1525.0000000,-0.0008275,0.0005418,1525.0000000,-0.0004551,0.0001840,1525.0000000,0.0000450,0.0002708
,1537.5000000,-0.0003390,-0.0056792,1537.5000000,-0.0002889,-0.0015591,1537.5000000,0.0000526,-0.0019233,1537.5000000,0.0009766,0.0003822
,1550.0000000,-0.0051721,0.0035973,1550.0000000,-0.0000222,0.0008917,1550.0000000,0.0000290,0.0017579,1550.0000000,-0.0023678,-0.0005470
,1562.5000000,0.0069168,0.0026707,1562.5000000,0.0010796,0.0008742,1562.5000000,0.0005591,0.0003023,1562.5000000,0.0020547,0.0008755
,1575.0000000,0.0019335,0.0063308,1575.0000000,-0.0024311,-0.0020800,1575.0000000,-0.0012429,-0.0020689,1575.0000000,0.0002043,0.0003848
,1587.5000000,-0.0022400,-0.0108757,1587.5000000,0.0046461,-0.0001803,1587.5000000,0.0035958,0.0009531,1587.5000000,-0.0003651,0.0001820
,1600.0000000,-0.0075132,-0.0014554,1600.0000000,-0.0027934,0.0054053,1600.0000000,-0.0044567,0.0042242,1600.0000000,-0.0026575,-0.0023521
,1612.5000000,0.0025805,0.0132298,1612.5000000,-0.0033664,-0.0122962,1612.5000000,0.0018640,-0.0117096,1612.5000000,0.0030573,-0.0021617
,1625.0000000,0.0088656,-0.0134722,1625.0000000,0.0005928,0.0180822,1625.0000000,-0.0047502,0.0162907,1625.0000000,-0.0055336,0.0054632
,1637.5000000,-0.0068739,0.0024032,1637.5000000,0.0119342,-0.0194008,1637.5000000,0.0138336,-0.0160145,1637.5000000,0.0156849,-0.0017944
,1650.0000000,-0.0012310,0.0058753,1650.0000000,-0.0101380,0.0186634,1650.0000000,-0.0113345,0.0143462,1650.0000000,-0.0147954,0.0044101
,1662.5000000,0.0097349,-0.0113197,1662.5000000,-0.0065780,-0.0206264,1662.5000000,-0.0021886,-0.0150781,1662.5000000,0.0005029,-0.0169027
,1675.0000000,-0.0145908,0.0230300,1675.0000000,0.0071370,0.0188742,1675.0000000,0.0034095,0.0129784,1675.0000000,0.0017114,0.0176881
,1687.5000000,0.0070178,-0.0170741,1687.5000000,-0.0013634,0.0032086,1687.5000000,-0.0026550,0.0030521,1687.5000000,-0.0017246,0.0034997
,1700.0000000,0.0109334,-0.0097259,1700.0000000,0.0037987,-0.0208443,1700.0000000,0.0066002,-0.0158613,1700.0000000,0.0068596,-0.0161270
,1712.5000000,-0.0226581,0.0164572,1712.5000000,-0.0039456,0.0139738,1712.5000000,-0.0039239,0.0108384,1712.5000000,-0.0052356,0.0097114
,1725.0000000,0.0188945,0.0032060,1725.0000000,0.0038328,-0.0051133,1725.0000000,0.0015653,-0.0024790,1725.0000000,0.0036716,-0.0032321
,1737.5000000,-0.0064761,-0.0136210,1737.5000000,-0.0021471,0.0027567,1737.5000000,-0.0004087,0.0002609,1737.5000000,-0.0011773,0.0021587
,1750.0000000,-0.0027568,0.0163906,1750.0000000,0.0002139,-0.0012336,1750.0000000,-0.0001839,-0.0005856,1750.0000000,-0.0013036,-0.0026277
,1762.5000000,-0.0031933,-0.0276971,1762.5000000,-0.0013258,-0.0010681,1762.5000000,-0.0003877,-0.0002391,1762.5000000,0.0000745,0.0008892
,1775.0000000,0.0110267,0.0166210,1775.0000000,0.0028064,0.0022795,1775.0000000,0.0001465,0.0009599,1775.0000000,0.0018253,-0.0009153
,1787.5000000,-0.0075946,0.0089297,1787.5000000,-0.0019869,-0.0056112,1787.5000000,0.0014697,-0.0019414,1787.5000000,-0.0027242,0.0030591
,1800.0000000,0.0013020,-0.0128193,1800.0000000,0.0097935,0.0112130,1800.0000000,-0.0013684,0.0069449,1800.0000000,0.0014440,-0.0030594
,1812.5000000,0.0032468,-0.0056006,1812.5000000,-0.0171275,-0.0089223,1812.5000000,-0.0009226,-0.0086039,1812.5000000,0.0000909,0.0012068
,1825.0000000,-0.0063874,0.0249697,1825.0000000,0.0077980,0.0043758,1825.0000000,0.0003181,0.0033696,1825.0000000,0.0016855,0.0041083
,1837.5000000,0.0098037,-0.0136330,1837.5000000,-0.0066364,-0.0074160,1837.5000000,-0.0001204,-0.0030357,1837.5000000,-0.0084200,-0.0062796
,1850.0000000,-0.0121847,-0.0095050,1850.0000000,0.0131122,0.0051016,1850.0000000,0.0026585,0.0034684,1850.0000000,0.0108500,-0.0005340
,1862.5000000,0.0105017,0.0109365,1862.5000000,-0.0076011,0.0019582,1862.5000000,-0.0032125,0.0006252,1862.5000000,-0.0052108,0.0048442
,1875.0000000,0.0032719,0.0086048,1875.0000000,0.0016836,-0.0062899,1875.0000000,0.0026392,-0.0021749,1875.0000000,0.0020461,-0.0031431
,1887.5000000,-0.0237110,-0.0276846,1887.5000000,-0.0014052,0.0067782,1887.5000000,-0.0022202,-0.0000716,1887.5000000,0.0015243,0.0010903
,1900.0000000,0.0213192,0.0277051,1900.0000000,-0.0012685,0.0007804,1900.0000000,0.0000533,0.0008560,1900.0000000,-0.0067199,0.0019775
,1912.5000000,-0.0038598,-0.0177752,1912.5000000,0.0033932,-0.0059011,1912.5000000,0.0023186,0.0004998,1912.5000000,0.0036183,-0.0026426
,1925.0000000,-0.0036815,-0.0003110,1925.0000000,-0.0035288,0.0025831,1925.0000000,-0.0018509,-0.0001951,1925.0000000,-0.0002247,-0.0020036
,1937.5000000,0.0036868,0.0051403,1937.5000000,0.0051424,0.0009111,1937.5000000,-0.0003489,0.0003802,1937.5000000,0.0033930,0.0034035
,1950.0000000,0.0019352,0.0070955,1950.0000000,-0.0049818,-0.0018013,1950.0000000,0.0013661,-0.0007870,1950.0000000,-0.0055554,-0.0021953
,1962.5000000,-0.0023927,0.0007020,1962.5000000,0.0029249,0.0022088,1962.5000000,-0.0008886,-0.0003667,1962.5000000,0.0027778,0.0031138
,1975.0000000,-0.0074546,-0.0075555,1975.0000000,-0.0006852,-0.0021696,1975.0000000,0.0011121,0.0014811,1975.0000000,-0.0000895,-0.0021482
,1987.5000000,0.0125950,-0.0016376,1987.5000000,-0.0020088,0.0004986,1987.5000000,-0.0011169,-0.0013636,1987.5000000,-0.0012113,-0.0008666
,2000.0000000,-0.0070833,0.0102661,2000.0000000,0.0057893,0.0080261,2000.0000000,-0.0016763,-0.0033044,2000.0000000,0.0021327,0.0117597
,2012.5000000,0.0035828,-0.0121772,2012.5000000,-0.0031427,-0.0125836,2012.5000000,-0.0000233,0.0060348,2012.5000000,0.0045504,-0.0160058
,2025.0000000,-0.0047737,0.0018040,2025.0000000,-0.0033967,0.0040494,2025.0000000,0.0036018,-0.0019061,2025.0000000,-0.0083065,0.0028671
,2037.5000000,0.0006897,0.0075145,2037.5000000,0.0038776,0.0018662,2037.5000000,-0.0023786,0.0009873,2037.5000000,0.0045606,0.0025017
,2050.0000000,-0.0007537,-0.0052396,2050.0000000,-0.0021153,-0.0023971,2050.0000000,0.0017572,-0.0018395,2050.0000000,-0.0039869,-0.0006268
,2062.5000000,0.0088017,0.0037147,2062.5000000,-0.0008702,0.0009825,2062.5000000,-0.0006736,-0.0007783,2062.5000000,0.0027634,0.0018844
,2075.0000000,-0.0097116,-0.0082167,2075.0000000,0.0011839,0.0007655,2075.0000000,-0.0003233,0.0007358,2075.0000000,-0.0013493,-0.0003920
