C:\Simcenter\Testxpress\ProjectData\Gamma_TBPF_250612\Data\100_34000.xdf,13.06.25,10:26:06,,,
,M1: Mic_near_1m : FFT(C1) Frequency[Hz],M1: Mic_near_1m : FFT(C1) [Pa](A),,M2: Acc_Comp_plate_x : FFT(C2) Frequency[Hz],M2: Acc_Comp_plate_x : FFT(C2) [g],,M3: Acc_Comp_plate_y : FFT(C3) Frequency[Hz],M3: Acc_Comp_plate_y : FFT(C3) [g],,M4: Acc_Comp_plate_z : FFT(C4) Frequency[Hz],M4: Acc_Comp_plate_z : FFT(C4) [g],
Unit,Hz,Pa,,Hz,g,,Hz,g,,Hz,g,
Sensor,,,,,,,,,,,,
PointId,,,,,,,,,,,,
PointDir,,'',,,'',,,'',,,'',
Info1,,,,,,,,,,,,
Info2,,,,,,,,,,,,
Info3,,,,,,,,,,,,
Info4,,,,,,,,,,,,
Z Axis,,,,,,,,
,0.0000000,0.0000000,0.0000000,0.0000000,-0.0015926,0.0000000,0.0000000,-0.0009324,0.0000000,0.0000000,0.0003814,0.0000000
,12.5000000,0.0000658,-0.0000141,12.5000000,0.0008508,-0.0000960,12.5000000,0.0005068,-0.0000100,12.5000000,-0.0003127,0.0003737
,25.0000000,-0.0004293,-0.0003333,25.0000000,0.0003136,-0.0002394,25.0000000,0.0002241,0.0002790,25.0000000,-0.0005042,-0.0007559
,37.5000000,0.0004929,0.0006846,37.5000000,-0.0004779,0.0000711,37.5000000,-0.0002583,-0.0005736,37.5000000,0.0009368,0.0019786
,50.0000000,-0.0007540,0.0002445,50.0000000,0.0023109,-0.0002885,50.0000000,0.0001516,0.0004539,50.0000000,0.0029928,-0.0034532
,62.5000000,0.0008903,-0.0004211,62.5000000,-0.0034111,0.0016517,62.5000000,0.0001008,0.0001450,62.5000000,-0.0059840,0.0038326
,75.0000000,0.0000299,0.0001606,75.0000000,0.0044021,-0.0023130,75.0000000,0.0013072,-0.0008733,75.0000000,0.0042177,-0.0021135
,87.5000000,-0.0004715,-0.0001737,87.5000000,-0.0053155,0.0019900,87.5000000,-0.0024106,0.0020066,87.5000000,-0.0032440,-0.0001762
,100.0000000,0.0003149,0.0002065,100.0000000,0.0038151,-0.0008233,100.0000000,0.0003334,-0.0022464,100.0000000,0.0029429,0.0013689
,112.5000000,-0.0005680,0.0002366,112.5000000,-0.0006532,-0.0016230,112.5000000,0.0019624,0.0019491,112.5000000,-0.0013818,-0.0036670
,125.0000000,0.0008627,-0.0008793,125.0000000,-0.0026993,0.0029657,125.0000000,-0.0003629,-0.0010134,125.0000000,-0.0022181,0.0036329
,137.5000000,-0.0006105,0.0004291,137.5000000,0.0006505,-0.0007548,137.5000000,-0.0000857,0.0014588,137.5000000,0.0014316,-0.0018056
,150.0000000,0.0003288,0.0000713,150.0000000,0.0013156,-0.0015913,150.0000000,0.0017598,-0.0009330,150.0000000,-0.0010910,-0.0001053
,162.5000000,0.0007574,-0.0016374,162.5000000,-0.0109873,0.0103853,162.5000000,0.0375510,0.0286156,162.5000000,-0.0278913,-0.0223959
