C:\Simcenter\Testxpress\ProjectData\Gamma_TBPF_250612\Data\100_35500.xdf,13.06.25,10:28:56,,,
,M1: Mic_near_1m : FFT(C1) Frequency[Hz],M1: Mic_near_1m : FFT(C1) [Pa](A),,M2: Acc_Comp_plate_x : FFT(C2) Frequency[Hz],M2: Acc_Comp_plate_x : FFT(C2) [g],,M3: Acc_Comp_plate_y : FFT(C3) Frequency[Hz],M3: Acc_Comp_plate_y : FFT(C3) [g],,M4: Acc_Comp_plate_z : FFT(C4) Frequency[Hz],M4: Acc_Comp_plate_z : FFT(C4) [g],
,175.0000000,0.0060133,0.0035777,175.0000000,-0.0274086,-0.0162498,175.0000000,-0.0302658,0.1066781,175.0000000,0.0266450,-0.0801136
,187.5000000,-0.0061802,-0.0016514,187.5000000,0.0171349,0.0105176,187.5000000,0.0180569,-0.0644799,187.5000000,-0.0156963,0.0484167
,200.0000000,0.0033759,-0.0008365,200.0000000,-0.0018314,-0.0014402,200.0000000,-0.0005495,0.0029103,200.0000000,0.0001592,-0.0025556
,212.5000000,-0.0006881,0.0003509,212.5000000,0.0009230,0.0003502,212.5000000,-0.0007231,0.0005776,212.5000000,0.0008732,-0.0004152
,225.0000000,0.0008617,-0.0011657,225.0000000,-0.0010265,-0.0008099,225.0000000,0.0016571,0.0004867,225.0000000,-0.0007996,-0.0018716
,237.5000000,-0.0016964,0.0025965,237.5000000,0.0021792,-0.0030616,237.5000000,0.0026855,-0.0002001,237.5000000,-0.0007435,-0.0048285
,250.0000000,-0.0010947,-0.0014885,250.0000000,-0.0088829,0.0224703,250.0000000,-0.0201090,0.0006804,250.0000000,0.0050401,0.0373488
,262.5000000,0.0024733,0.0022070,262.5000000,0.0090900,-0.0266653,262.5000000,0.0220645,-0.0001543,262.5000000,-0.0059124,-0.0447965
,275.0000000,-0.0000803,-0.0030830,275.0000000,-0.0013828,0.0071214,275.0000000,-0.0053515,-0.0004735,275.0000000,0.0023216,0.0125895
,287.5000000,-0.0035406,0.0063544,287.5000000,-0.0002648,0.0001822,287.5000000,0.0014419,0.0000178,287.5000000,-0.0010777,0.0000896
,300.0000000,0.0028519,-0.0103141,300.0000000,-0.0007533,0.0010015,300.0000000,-0.0027247,0.0008582,300.0000000,0.0011209,0.0010912
,312.5000000,-0.0027104,0.0051346,312.5000000,0.0004218,0.0001075,312.5000000,0.0005814,0.0002428,312.5000000,-0.0003531,-0.0002375
,325.0000000,0.0052837,0.0006072,325.0000000,-0.0001200,-0.0009864,325.0000000,0.0001553,-0.0021026,325.0000000,0.0001677,0.0008976
,337.5000000,-0.0043281,0.0024252,337.5000000,-0.0001890,-0.0017914,337.5000000,-0.0001177,-0.0024555,337.5000000,0.0001468,-0.0002855
,350.0000000,0.0048663,-0.0099553,350.0000000,-0.0001740,0.0068727,350.0000000,-0.0002715,0.0102131,350.0000000,-0.0008490,-0.0009830
,362.5000000,-0.0033701,0.0082594,362.5000000,0.0004163,-0.0050410,362.5000000,0.0006319,-0.0069835,362.5000000,0.0003690,0.0010602
,375.0000000,-0.0012388,0.0011710,375.0000000,-0.0005060,0.0005110,375.0000000,-0.0009927,0.0002988,375.0000000,0.0003180,-0.0003501
,387.5000000,0.0011524,-0.0056306,387.5000000,0.0004365,0.0003477,387.5000000,0.0011386,0.0007705,387.5000000,0.0002085,0.0000205
,400.0000000,-0.0019813,0.0051465,400.0000000,0.0000205,-0.0003287,400.0000000,-0.0019596,-0.0010179,400.0000000,-0.0003885,0.0007452
,412.5000000,0.0036438,-0.0021101,412.5000000,-0.0001657,0.0004823,412.5000000,0.0022670,0.0006693,412.5000000,0.0000394,-0.0012740
,425.0000000,-0.0039815,-0.0012363,425.0000000,-0.0005569,-0.0003887,425.0000000,-0.0000796,0.0002261,425.0000000,-0.0004112,0.0004205
,437.5000000,0.0049663,0.0030160,437.5000000,0.0015482,0.0002119,437.5000000,-0.0017455,-0.0005909,437.5000000,0.0010513,0.0008503
,450.0000000,0.0010549,-0.0010986,450.0000000,-0.0006148,-0.0002098,450.0000000,0.0008177,0.0010271,450.0000000,-0.0004993,-0.0007025
,462.5000000,-0.0075595,0.0004706,462.5000000,-0.0005477,-0.0003082,462.5000000,0.0013232,-0.0010791,462.5000000,0.0001821,-0.0003490
,475.0000000,0.0057151,-0.0005291,475.0000000,0.0002465,0.0010644,475.0000000,-0.0019803,0.0004831,475.0000000,-0.0005815,0.0008649
,487.5000000,-0.0023174,0.0008748,487.5000000,-0.0013464,-0.0010074,487.5000000,0.0007271,-0.0008316,487.5000000,-0.0001085,-0.0011313
,500.0000000,0.0031332,-0.0022439,500.0000000,0.0003357,0.0023132,500.0000000,0.0012903,-0.0014668,500.0000000,-0.0027619,-0.0002732
,512.5000000,-0.0077535,-0.0019421,512.5000000,0.0030869,-0.0020113,512.5000000,-0.0052389,0.0092516,512.5000000,0.0079850,0.0039772
,525.0000000,0.0112463,0.0078823,525.0000000,-0.0021661,0.0031363,525.0000000,0.0015654,-0.0036743,525.0000000,-0.0037552,-0.0016180
,537.5000000,-0.0092018,-0.0088009,537.5000000,-0.0010242,-0.0094901,537.5000000,0.0089324,-0.0138745,537.5000000,-0.0038864,-0.0037677
,550.0000000,0.0096944,0.0053260,550.0000000,0.0018627,0.0076324,550.0000000,-0.0098625,0.0121604,550.0000000,0.0042965,0.0030000
,562.5000000,-0.0107396,-0.0013583,562.5000000,0.0002112,-0.0006056,562.5000000,0.0019095,-0.0022656,562.5000000,0.0004840,0.0012153
,575.0000000,0.0042432,0.0027304,575.0000000,-0.0005780,0.0003001,575.0000000,-0.0118976,-0.0057060,575.0000000,0.0035371,0.0095821
,587.5000000,0.0016686,-0.0071496,587.5000000,-0.0040011,-0.0030477,587.5000000,0.0394193,0.0194854,587.5000000,-0.0189619,-0.0342092
,600.0000000,-0.0044650,0.0045722,600.0000000,0.0048413,0.0034641,600.0000000,-0.0323192,-0.0169478,600.0000000,0.0173458,0.0285407
,612.5000000,0.0021849,-0.0011630,612.5000000,-0.0010428,-0.0009373,612.5000000,0.0057843,0.0031099,612.5000000,-0.0029392,-0.0050433
,625.0000000,-0.0001798,0.0029545,625.0000000,-0.0006873,-0.0003715,625.0000000,-0.0025386,0.0014075,625.0000000,-0.0008978,-0.0004054
,637.5000000,0.0038942,-0.0001193,637.5000000,0.0009708,-0.0000124,637.5000000,0.0044400,-0.0035154,637.5000000,-0.0002261,0.0002376
,650.0000000,-0.0046326,-0.0041456,650.0000000,-0.0004956,0.0000073,650.0000000,-0.0020042,0.0055806,650.0000000,0.0003788,-0.0010353
,662.5000000,0.0087661,-0.0041735,662.5000000,-0.0000620,0.0006110,662.5000000,0.0006862,-0.0035640,662.5000000,-0.0007037,0.0012435
,675.0000000,-0.0176617,0.0113816,675.0000000,-0.0003092,-0.0011437,675.0000000,-0.0007352,0.0007120,675.0000000,0.0009827,-0.0013140
,687.5000000,0.0060093,-0.0041985,687.5000000,0.0004554,0.0010444,687.5000000,0.0000297,0.0015660,687.5000000,0.0001657,0.0015397
,700.0000000,0.0110142,0.0030313,700.0000000,-0.0001211,-0.0007640,700.0000000,-0.0000398,-0.0031389,700.0000000,-0.0005794,-0.0013455
,712.5000000,-0.0071221,-0.0072541,712.5000000,-0.0008481,0.0002910,712.5000000,0.0001742,0.0013718,712.5000000,-0.0002853,0.0003416
,725.0000000,0.0020011,-0.0101992,725.0000000,0.0006726,-0.0002485,725.0000000,0.0004797,-0.0000937,725.0000000,0.0002082,-0.0000339
,737.5000000,-0.0031279,0.0261782,737.5000000,0.0022379,0.0005473,737.5000000,0.0025719,0.0015416,737.5000000,0.0001757,-0.0012197
,750.0000000,0.0064020,-0.0145147,750.0000000,-0.0029031,-0.0004086,750.0000000,-0.0042481,-0.0013012,750.0000000,-0.0004132,0.0019861
,762.5000000,-0.0112738,0.0026018,762.5000000,-0.0018627,0.0024452,762.5000000,-0.0027169,0.0028222,762.5000000,0.0035772,0.0058166
,775.0000000,0.0100396,-0.0044005,775.0000000,0.0048943,-0.0038592,775.0000000,0.0078655,-0.0052500,775.0000000,-0.0061560,-0.0105133
,787.5000000,-0.0073962,0.0120207,787.5000000,-0.0029787,0.0009943,787.5000000,-0.0041914,0.0016796,787.5000000,0.0024758,0.0037733
,800.0000000,0.0046817,-0.0107680,800.0000000,0.0000900,0.0012733,800.0000000,-0.0002213,0.0020700,800.0000000,0.0004011,0.0002004
,812.5000000,-0.0015108,0.0031651,812.5000000,0.0021170,-0.0013441,812.5000000,0.0017240,-0.0010759,812.5000000,0.0009449,-0.0007479
,825.0000000,0.0025584,-0.0032841,825.0000000,-0.0021917,-0.0016142,825.0000000,-0.0002185,-0.0013877,825.0000000,-0.0026851,-0.0005858
,837.5000000,-0.0015860,0.0011142,837.5000000,0.0037114,0.0041394,837.5000000,0.0000592,0.0011004,837.5000000,0.0051220,0.0029784
,850.0000000,-0.0004351,0.0038767,850.0000000,-0.0058713,-0.0019065,850.0000000,-0.0020993,0.0012824,850.0000000,-0.0057954,-0.0020067
,862.5000000,0.0016105,-0.0023784,862.5000000,0.0038649,0.0004027,862.5000000,0.0015260,-0.0003757,862.5000000,0.0029305,0.0003379
,875.0000000,-0.0050617,-0.0000596,875.0000000,0.0025095,-0.0004123,875.0000000,0.0028228,-0.0008943,875.0000000,0.0016591,-0.0007319
,887.5000000,0.0054555,0.0022796,887.5000000,-0.0099434,-0.0006198,887.5000000,-0.0072231,0.0053651,887.5000000,-0.0036064,0.0004446
,900.0000000,-0.0045953,-0.0043138,900.0000000,0.0105176,0.0002663,900.0000000,0.0087843,-0.0095089,900.0000000,0.0007691,-0.0006600
,912.5000000,0.0078458,0.0011630,912.5000000,-0.0060986,0.0028228,912.5000000,-0.0099815,-0.0038376,912.5000000,-0.0028765,0.0084904
,925.0000000,-0.0066920,0.0006490,925.0000000,-0.0005657,-0.0096473,925.0000000,0.0224889,0.0088713,925.0000000,-0.0054344,-0.0204085
,937.5000000,-0.0005516,-0.0004878,937.5000000,0.0140239,0.0177082,937.5000000,-0.0378528,0.0156908,937.5000000,0.0349427,0.0200764
,950.0000000,0.0025376,-0.0003823,950.0000000,-0.0191422,-0.0173492,950.0000000,0.0258107,-0.0267450,950.0000000,-0.0379333,-0.0030573
,962.5000000,0.0011474,0.0047299,962.5000000,0.0073632,0.0100983,962.5000000,0.0003241,0.0033237,962.5000000,0.0001448,-0.0070904
,975.0000000,-0.0055244,-0.0024643,975.0000000,0.0014107,-0.0048432,975.0000000,-0.0082333,0.0180928,975.0000000,0.0232416,-0.0032446
,987.5000000,0.0082369,0.0012373,987.5000000,-0.0027362,0.0018801,987.5000000,0.0043692,-0.0170049,987.5000000,-0.0144870,0.0106198
,1000.0000000,-0.0027715,-0.0006674,1000.0000000,0.0019966,0.0036910,1000.0000000,-0.0138200,0.0070889,1000.0000000,0.0055554,0.0015491
,1012.5000000,-0.0014636,-0.0028708,1012.5000000,0.0010311,-0.0071611,1012.5000000,0.0239709,-0.0010909,1012.5000000,-0.0057004,-0.0105797
,1025.0000000,-0.0048109,-0.0055290,1025.0000000,-0.0020502,0.0014770,1025.0000000,-0.0110050,-0.0003662,1025.0000000,0.0048151,0.0014065
,1037.5000000,0.0076244,0.0074477,1037.5000000,0.0008444,0.0032215,1037.5000000,-0.0024753,0.0008181,1037.5000000,-0.0015849,0.0063373
,1050.0000000,-0.0072607,0.0009971,1050.0000000,-0.0002906,-0.0034317,1050.0000000,0.0034097,-0.0017268,1050.0000000,-0.0004221,-0.0050281
,1062.5000000,0.0075370,-0.0036885,1062.5000000,0.0001012,0.0024756,1062.5000000,-0.0025065,0.0008230,1062.5000000,-0.0002710,0.0029514
,1075.0000000,-0.0014445,0.0032569,1075.0000000,0.0002912,-0.0005376,1075.0000000,0.0010753,0.0009992,1075.0000000,0.0013313,-0.0010784
,1087.5000000,-0.0025599,-0.0002585,1087.5000000,-0.0015387,0.0009528,1087.5000000,-0.0020057,-0.0019402,1087.5000000,-0.0022529,0.0021563
,1100.0000000,-0.0012269,-0.0019424,1100.0000000,0.0024723,-0.0006400,1100.0000000,0.0028909,0.0028370,1100.0000000,0.0030424,-0.0021555
,1112.5000000,0.0069047,0.0003203,1112.5000000,-0.0004190,-0.0008300,1112.5000000,-0.0000375,-0.0011209,1112.5000000,-0.0003622,-0.0005670
,1125.0000000,-0.0069358,-0.0013956,1125.0000000,-0.0007526,0.0005692,1125.0000000,-0.0013636,-0.0004939,1125.0000000,-0.0010189,-0.0000102
,1137.5000000,0.0011325,0.0021710,1137.5000000,-0.0001136,0.0000857,1137.5000000,0.0001025,0.0006467,1137.5000000,0.0002153,0.0009394
,1150.0000000,0.0027104,-0.0000220,1150.0000000,-0.0006771,0.0003312,1150.0000000,-0.0014050,-0.0010442,1150.0000000,-0.0002033,0.0007117
,1162.5000000,-0.0001758,0.0009047,1162.5000000,0.0014170,-0.0011723,1162.5000000,0.0035881,0.0009110,1162.5000000,-0.0022626,-0.0038725
,1175.0000000,-0.0023928,-0.0019626,1175.0000000,-0.0008859,-0.0004467,1175.0000000,-0.0028014,-0.0011301,1175.0000000,0.0034459,0.0024499
,1187.5000000,-0.0014213,0.0005190,1187.5000000,0.0000044,0.0021163,1187.5000000,0.0010812,0.0016253,1187.5000000,-0.0018054,0.0014667
,1200.0000000,0.0015435,0.0003538,1200.0000000,0.0017104,-0.0013238,1200.0000000,0.0016362,-0.0011860,1200.0000000,0.0014458,-0.0003762
,1212.5000000,0.0032016,0.0029918,1212.5000000,-0.0009884,0.0002184,1212.5000000,-0.0018586,0.0002774,1212.5000000,-0.0006839,-0.0010529
,1225.0000000,-0.0061475,-0.0065070,1225.0000000,-0.0020870,0.0007601,1225.0000000,-0.0013404,0.0001121,1225.0000000,-0.0011306,0.0016733
,1237.5000000,0.0078465,0.0059508,1237.5000000,0.0021961,-0.0005341,1237.5000000,0.0014470,0.0002617,1237.5000000,0.0023045,-0.0016876
,1250.0000000,-0.0066797,-0.0049364,1250.0000000,0.0001555,-0.0010380,1250.0000000,0.0017920,-0.0014942,1250.0000000,-0.0025790,-0.0001701
,1262.5000000,0.0037328,0.0032331,1262.5000000,-0.0008788,-0.0005638,1262.5000000,-0.0020587,0.0000205,1262.5000000,0.0008170,-0.0002883
,1275.0000000,-0.0010386,-0.0006413,1275.0000000,-0.0008982,0.0036984,1275.0000000,-0.0014122,0.0020999,1275.0000000,0.0005803,0.0015888
,1287.5000000,-0.0021135,0.0008679,1287.5000000,0.0015403,-0.0043494,1287.5000000,0.0023687,-0.0016710,1287.5000000,0.0004995,-0.0026138
,1300.0000000,0.0027773,-0.0020721,1300.0000000,-0.0003585,0.0040501,1300.0000000,-0.0009903,0.0022145,1300.0000000,-0.0010945,0.0035452
,1312.5000000,-0.0000831,0.0022648,1312.5000000,0.0000221,-0.0014540,1312.5000000,0.0004711,-0.0015184,1312.5000000,-0.0001187,-0.0009673
,1325.0000000,-0.0010925,-0.0007179,1325.0000000,-0.0000419,-0.0004578,1325.0000000,-0.0004761,-0.0002279,1325.0000000,0.0009043,-0.0008768
,1337.5000000,0.0017390,-0.0015834,1337.5000000,0.0001412,0.0061696,1337.5000000,-0.0021932,0.0019878,1337.5000000,0.0026846,0.0076947
,1350.0000000,-0.0029097,0.0003804,1350.0000000,-0.0015462,-0.0159294,1350.0000000,0.0062853,-0.0051397,1350.0000000,-0.0093698,-0.0190346
,1362.5000000,0.0025386,0.0003309,1362.5000000,0.0001296,0.0126796,1362.5000000,-0.0052938,0.0037189,1362.5000000,0.0065984,0.0156182
,1375.0000000,-0.0030610,0.0038821,1375.0000000,0.0022469,-0.0034572,1375.0000000,0.0017782,0.0000374,1375.0000000,0.0005426,-0.0054005
,1387.5000000,0.0039171,-0.0026827,1387.5000000,-0.0012937,0.0001989,1387.5000000,-0.0004682,-0.0013587,1387.5000000,-0.0018885,0.0029246
,1400.0000000,-0.0014228,0.0001564,1400.0000000,0.0007455,0.0021356,1400.0000000,-0.0004137,0.0032492,1400.0000000,0.0044872,-0.0036688
,1412.5000000,-0.0057812,-0.0061617,1412.5000000,0.0019024,-0.0038406,1412.5000000,0.0034735,-0.0022341,1412.5000000,-0.0075048,-0.0003374
,1425.0000000,0.0119760,0.0069822,1425.0000000,-0.0045829,0.0031840,1425.0000000,-0.0052240,-0.0012481,1425.0000000,0.0069940,0.0055976
,1437.5000000,-0.0073814,-0.0032311,1437.5000000,-0.0015921,0.0013783,1437.5000000,-0.0026810,0.0008207,1437.5000000,0.0011746,-0.0008409
,1450.0000000,0.0009271,-0.0002609,1450.0000000,0.0061673,-0.0061614,1450.0000000,0.0096302,-0.0010471,1450.0000000,-0.0087018,-0.0032109
,1462.5000000,-0.0012476,0.0034483,1462.5000000,-0.0031523,0.0038737,1462.5000000,-0.0052080,0.0018803,1462.5000000,0.0046219,0.0007365
,1475.0000000,0.0044165,0.0004853,1475.0000000,-0.0014116,-0.0000420,1475.0000000,-0.0027649,-0.0015986,1475.0000000,0.0022105,0.0014754
,1487.5000000,-0.0042341,-0.0022391,1487.5000000,0.0051655,-0.0012895,1487.5000000,0.0074529,0.0014479,1487.5000000,-0.0044693,-0.0025966
,1500.0000000,-0.0046836,-0.0016323,1500.0000000,-0.0027406,0.0027081,1500.0000000,-0.0043314,0.0013338,1500.0000000,0.0024373,-0.0000630
,1512.5000000,0.0040111,0.0048471,1512.5000000,0.0004982,-0.0046833,1512.5000000,0.0018204,-0.0038284,1512.5000000,-0.0017172,0.0025540
,1525.0000000,0.0069146,-0.0063889,1525.0000000,-0.0022974,0.0039253,1525.0000000,-0.0034133,0.0023555,1525.0000000,0.0028741,-0.0017444
,1537.5000000,-0.0064687,0.0076033,1537.5000000,0.0026373,-0.0004251,1537.5000000,0.0026728,0.0007013,1537.5000000,-0.0016105,0.0001559
,1550.0000000,0.0035139,-0.0098246,1550.0000000,-0.0003016,-0.0004435,1550.0000000,-0.0001278,-0.0008795,1550.0000000,0.0004178,-0.0007942
,1562.5000000,-0.0071498,0.0074600,1562.5000000,-0.0013741,0.0020364,1562.5000000,-0.0020941,0.0014225,1562.5000000,-0.0004582,0.0004981
,1575.0000000,0.0045430,0.0010098,1575.0000000,0.0012915,-0.0042597,1575.0000000,0.0026084,-0.0025494,1575.0000000,0.0002940,0.0016165
,1587.5000000,-0.0010812,-0.0089411,1587.5000000,-0.0014962,0.0035340,1587.5000000,-0.0022174,0.0015364,1587.5000000,0.0003357,-0.0011373
,1600.0000000,0.0041462,0.0068449,1600.0000000,0.0019890,-0.0057591,1600.0000000,0.0032992,-0.0036195,1600.0000000,0.0037306,0.0000811
,1612.5000000,0.0002841,0.0090007,1612.5000000,-0.0071739,0.0056434,1612.5000000,-0.0078032,0.0030903,1612.5000000,-0.0107311,-0.0029314
,1625.0000000,-0.0062597,-0.0145344,1625.0000000,0.0100465,0.0012666,1625.0000000,0.0081560,0.0032097,1625.0000000,0.0074100,0.0049205
,1637.5000000,0.0038059,0.0058683,1637.5000000,-0.0022095,-0.0011947,1637.5000000,-0.0004806,-0.0016953,1637.5000000,-0.0005845,0.0010870
,1650.0000000,-0.0089866,-0.0073194,1650.0000000,0.0030391,0.0066415,1650.0000000,0.0001057,0.0046004,1650.0000000,0.0008106,0.0034244
,1662.5000000,0.0182225,0.0090276,1662.5000000,-0.0068779,-0.0163871,1662.5000000,-0.0032137,-0.0118977,1662.5000000,0.0008060,-0.0135825
,1675.0000000,-0.0142894,-0.0039932,1675.0000000,0.0050315,0.0066829,1675.0000000,0.0035078,0.0043061,1675.0000000,0.0018227,0.0053337
,1687.5000000,0.0073306,-0.0039354,1687.5000000,-0.0151873,0.0064464,1687.5000000,-0.0122004,0.0030696,1687.5000000,-0.0153282,0.0051487
,1700.0000000,-0.0067684,-0.0009732,1700.0000000,0.0211827,-0.0049382,1700.0000000,0.0162171,0.0004590,1700.0000000,0.0218633,-0.0047000
,1712.5000000,0.0078061,0.0193488,1712.5000000,-0.0135132,-0.0003314,1712.5000000,-0.0092498,-0.0033727,1712.5000000,-0.0140152,0.0024059
,1725.0000000,-0.0092837,-0.0120107,1725.0000000,0.0045898,0.0004626,1725.0000000,0.0031272,0.0009101,1725.0000000,0.0037883,-0.0028183
,1737.5000000,0.0072326,-0.0085711,1737.5000000,0.0017392,-0.0014348,1737.5000000,0.0003352,0.0002226,1737.5000000,0.0011386,0.0017771
,1750.0000000,-0.0009966,0.0081006,1750.0000000,-0.0027560,0.0033577,1750.0000000,-0.0008977,0.0006357,1750.0000000,-0.0013917,0.0009106
,1762.5000000,0.0027991,-0.0058981,1762.5000000,0.0001682,-0.0027288,1762.5000000,-0.0005391,-0.0004418,1762.5000000,-0.0012944,-0.0021304
,1775.0000000,-0.0077975,-0.0031064,1775.0000000,0.0022436,-0.0013956,1775.0000000,0.0016241,-0.0006093,1775.0000000,0.0034755,0.0022722
,1787.5000000,-0.0045913,0.0238224,1787.5000000,-0.0004430,-0.0009153,1787.5000000,-0.0002889,0.0003332,1787.5000000,-0.0028939,-0.0045376
,1800.0000000,0.0112353,-0.0112300,1800.0000000,-0.0007526,0.0011765,1800.0000000,0.0003376,-0.0003154,1800.0000000,0.0004354,0.0037474
,1812.5000000,0.0092768,-0.0024567,1812.5000000,0.0047069,0.0118786,1812.5000000,-0.0021884,0.0051003,1812.5000000,0.0047465,0.0034323
,1825.0000000,-0.0163480,-0.0131863,1825.0000000,-0.0133538,-0.0096443,1825.0000000,-0.0015785,-0.0061466,1825.0000000,-0.0111749,-0.0048529
,1837.5000000,0.0044744,0.0156488,1837.5000000,0.0086889,-0.0005849,1837.5000000,0.0029395,0.0013276,1837.5000000,0.0108627,0.0011508
,1850.0000000,0.0048844,-0.0072697,1850.0000000,0.0006785,-0.0025897,1850.0000000,0.0009371,0.0000609,1850.0000000,-0.0013689,-0.0003091
,1862.5000000,-0.0113451,0.0024556,1862.5000000,-0.0021234,0.0051458,1862.5000000,-0.0016022,0.0007059,1862.5000000,-0.0073926,0.0009209
,1875.0000000,-0.0033239,-0.0071079,1875.0000000,0.0005295,-0.0035584,1875.0000000,-0.0005363,-0.0009012,1875.0000000,0.0087950,-0.0040812
,1887.5000000,0.0335728,0.0235871,1887.5000000,-0.0019888,0.0011216,1887.5000000,0.0016502,-0.0006263,1887.5000000,-0.0053283,0.0055978
,1900.0000000,-0.0426244,-0.0247222,1900.0000000,0.0091655,0.0047687,1900.0000000,-0.0009799,0.0028047,1900.0000000,0.0034219,0.0030408
,1912.5000000,0.0233827,0.0081628,1912.5000000,-0.0119182,-0.0073966,1912.5000000,0.0010955,-0.0015058,1912.5000000,-0.0079153,-0.0107623
,1925.0000000,-0.0018428,0.0060855,1925.0000000,0.0051904,0.0013237,1925.0000000,-0.0009651,-0.0006617,1925.0000000,0.0083466,0.0040877
,1937.5000000,-0.0013140,-0.0064918,1937.5000000,0.0018934,0.0020029,1937.5000000,0.0001081,0.0006003,1937.5000000,-0.0003445,0.0019052
,1950.0000000,-0.0048214,0.0003079,1950.0000000,-0.0013229,0.0002422,1950.0000000,-0.0000408,0.0002604,1950.0000000,-0.0025262,0.0007750
,1962.5000000,0.0047857,-0.0049610,1962.5000000,-0.0007698,-0.0015268,1962.5000000,0.0004773,-0.0001866,1962.5000000,0.0001972,-0.0012469
,1975.0000000,-0.0036427,0.0130434,1975.0000000,0.0001191,0.0009479,1975.0000000,0.0002258,-0.0002535,1975.0000000,0.0000276,-0.0001641
,1987.5000000,0.0105118,-0.0118908,1987.5000000,0.0010939,0.0012071,1987.5000000,-0.0013178,0.0003514,1987.5000000,0.0008216,0.0007359
,2000.0000000,-0.0148568,-0.0033426,2000.0000000,-0.0061375,0.0005767,2000.0000000,0.0031474,-0.0018420,2000.0000000,-0.0081133,-0.0002763
,2012.5000000,0.0081569,0.0177789,2012.5000000,0.0112034,0.0000509,2012.5000000,-0.0067366,-0.0000078,2012.5000000,0.0154647,0.0056166
,2025.0000000,-0.0062128,-0.0121197,2025.0000000,-0.0073671,-0.0039972,2025.0000000,0.0034618,0.0037172,2025.0000000,-0.0072585,-0.0099066
,2037.5000000,0.0044990,0.0030130,2037.5000000,0.0017131,0.0000235,2037.5000000,0.0037768,-0.0012582,2037.5000000,-0.0023100,0.0021601
,2050.0000000,0.0028037,0.0012051,2050.0000000,-0.0013659,0.0029066,2050.0000000,-0.0036530,-0.0019314,2050.0000000,0.0014659,0.0039105
,2062.5000000,-0.0047699,-0.0025736,2062.5000000,0.0017968,-0.0000653,2062.5000000,0.0003202,0.0012506,2062.5000000,0.0010496,-0.0021569
,2075.0000000,0.0031577,-0.0028152,2075.0000000,-0.0009835,-0.0008338,2075.0000000,0.0001143,0.0005157,2075.0000000,-0.0004568,-0.0007657
