C:\Simcenter\Testxpress\ProjectData\BMW_GS_Test_260907\Data\Down_128.xdf,07.09.26,13:55:01,,,
,M4: Comp_Name_plate_x : SORD(C1,R1) Time[s],M4: Comp_Name_plate_x : SORD(C1,R1) [g],M5: Comp_Name_plate_x : LEVEL(C1) Time[s],M5: Comp_Name_plate_x : LEVEL(C1) [g],M6: Comp_Name_plate_y : SORD(C2,R1) Time[s],M6: Comp_Name_plate_y : SORD(C2,R1) [g],M7: Comp_Name_plate_y : LEVEL(C2) Time[s],M7: Comp_Name_plate_y : LEVEL(C2) [g],M8: Comp_Name_plate_z : SORD(C3,R1) Time[s],M8: Comp_Name_plate_z : SORD(C3,R1) [g],M9: Comp_Name_plate_z : LEVEL(C3) Time[s],M9: Comp_Name_plate_z : LEVEL(C3) [g],M10: LEVEL(R1) Time[s],M10: LEVEL(R1) [rpm]
Unit,s,g,s,g,s,g,s,g,s,g,s,g,s,rpm
Sensor,,,,,,,,,,,,,,
PointId,,,,,,,,,,,,,,Tacho1
PointDir,,'',,'',,'',,'',,'',,'',,''
Info1,,,,,,,,,,,,,,
Info2,,,,,,,,,,,,,,
Info3,,,,,,,,,,,,,,
Info4,,,,,,,,,,,,,,
Z Axis,,,,,,,,,,,,,,
,1.984375000,0.000000000,1.984375000,0.004058679,1.984375000,0.000000000,1.984375000,0.003622203,1.984375000,0.000000000,1.984375000,0.005692517,1.984375000,0.000000000
,2.000000000,0.000000000,2.000000000,0.004065968,2.000000000,0.000000000,2.000000000,0.003675531,2.000000000,0.000000000,2.000000000,0.005513991,2.000000000,0.000000000
,2.015625000,0.000000000,2.015625000,0.004054586,2.015625000,0.000000000,2.015625000,0.003693926,2.015625000,0.000000000,2.015625000,0.005523965,2.015625000,0.000000000
,2.031250000,0.000000000,2.031250000,0.003978280,2.031250000,0.000000000,2.031250000,0.003669957,2.031250000,0.000000000,2.031250000,0.005642332,2.031250000,0.000000000
,2.046875000,0.000000000,2.046875000,0.003967685,2.046875000,0.000000000,2.046875000,0.003857218,2.046875000,0.000000000,2.046875000,0.005983010,2.046875000,0.000000000
,2.062500000,0.000000000,2.062500000,0.003988069,2.062500000,0.000000000,2.062500000,0.003991712,2.062500000,0.000000000,2.062500000,0.006061797,2.062500000,0.000000000
,2.078125000,0.000000000,2.078125000,0.004016521,2.078125000,0.000000000,2.078125000,0.004145083,2.078125000,0.000000000,2.078125000,0.006165080,2.078125000,0.000000000
,2.093750000,0.000000000,2.093750000,0.004025972,2.093750000,0.000000000,2.093750000,0.004179848,2.093750000,0.000000000,2.093750000,0.006138580,2.093750000,0.000000000
,2.109375000,0.000000000,2.109375000,0.004041443,2.109375000,0.000000000,2.109375000,0.004136076,2.109375000,0.000000000,2.109375000,0.006086601,2.109375000,0.000000000
,2.125000000,0.000000000,2.125000000,0.004049242,2.125000000,0.000000000,2.125000000,0.004038562,2.125000000,0.000000000,2.125000000,0.005980396,2.125000000,0.000000000
,2.140625000,0.000000000,2.140625000,0.004118273,2.140625000,0.000000000,2.140625000,0.004019881,2.140625000,0.000000000,2.140625000,0.006053889,2.140625000,0.000000000
,2.156250000,0.000000000,2.156250000,0.004174664,2.156250000,0.000000000,2.156250000,0.004006730,2.156250000,0.000000000,2.156250000,0.006177945,2.156250000,0.000000000
,2.171875000,0.000000000,2.171875000,0.004224272,2.171875000,0.000000000,2.171875000,0.003975291,2.171875000,0.000000000,2.171875000,0.006157029,2.171875000,0.000000000
,2.187500000,0.000000000,2.187500000,0.004354805,2.187500000,0.000000000,2.187500000,0.004005679,2.187500000,0.000000000,2.187500000,0.005969483,2.187500000,0.000000000
,2.203125000,0.000000000,2.203125000,0.004557857,2.203125000,0.000000000,2.203125000,0.004085289,2.203125000,0.000000000,2.203125000,0.005774001,2.203125000,0.000000000
,2.218750000,0.000000000,2.218750000,0.004605202,2.218750000,0.000000000,2.218750000,0.004230051,2.218750000,0.000000000,2.218750000,0.005726912,2.218750000,0.000000000
,2.234375000,0.000000000,2.234375000,0.004706017,2.234375000,0.000000000,2.234375000,0.004557481,2.234375000,0.000000000,2.234375000,0.005756351,2.234375000,0.000000000
,2.250000000,0.000000000,2.250000000,0.004696003,2.250000000,0.000000000,2.250000000,0.004863387,2.250000000,0.000000000,2.250000000,0.005693255,2.250000000,0.000000000
,2.265625000,0.000000000,2.265625000,0.004667687,2.265625000,0.000000000,2.265625000,0.004903401,2.265625000,0.000000000,2.265625000,0.005704843,2.265625000,0.000000000
,2.281250000,0.000000000,2.281250000,0.004625195,2.281250000,0.000000000,2.281250000,0.004864360,2.281250000,0.000000000,2.281250000,0.005723447,2.281250000,0.000000000
,2.296875000,0.000000000,2.296875000,0.004609259,2.296875000,0.000000000,2.296875000,0.004928675,2.296875000,0.000000000,2.296875000,0.005652822,2.296875000,0.000000000
,2.312500000,0.000000000,2.312500000,0.004595205,2.312500000,0.000000000,2.312500000,0.004930982,2.312500000,0.000000000,2.312500000,0.005652182,2.312500000,0.000000000
,2.328125000,0.000000000,2.328125000,0.004724350,2.328125000,0.000000000,2.328125000,0.004867135,2.328125000,0.000000000,2.328125000,0.005689664,2.328125000,0.000000000
,2.343750000,0.000000000,2.343750000,0.004961284,2.343750000,0.000000000,2.343750000,0.004842222,2.343750000,0.000000000,2.343750000,0.005833659,2.343750000,0.000000000
,2.359375000,0.000000000,2.359375000,0.005051956,2.359375000,0.000000000,2.359375000,0.004882632,2.359375000,0.000000000,2.359375000,0.006089919,2.359375000,0.000000000
,2.375000000,0.000000000,2.375000000,0.005006329,2.375000000,0.000000000,2.375000000,0.004900280,2.375000000,0.000000000,2.375000000,0.006313270,2.375000000,0.000000000
,2.390625000,0.000000000,2.390625000,0.004977651,2.390625000,0.000000000,2.390625000,0.004808241,2.390625000,0.000000000,2.390625000,0.006288793,2.390625000,0.000000000
,2.406250000,0.000000000,2.406250000,0.004932657,2.406250000,0.000000000,2.406250000,0.004667113,2.406250000,0.000000000,2.406250000,0.006156838,2.406250000,0.000000000
,2.421875000,0.000000000,2.421875000,0.004980900,2.421875000,0.000000000,2.421875000,0.004503813,2.421875000,0.000000000,2.421875000,0.006066366,2.421875000,0.000000000
,2.437500000,0.000000000,2.437500000,0.005081960,2.437500000,0.000000000,2.437500000,0.004503516,2.437500000,0.000000000,2.437500000,0.006016032,2.437500000,0.000000000
,2.453125000,0.000000000,2.453125000,0.005142348,2.453125000,0.000000000,2.453125000,0.004421475,2.453125000,0.000000000,2.453125000,0.006113640,2.453125000,0.000000000
,2.468750000,0.000000000,2.468750000,0.005194207,2.468750000,0.000000000,2.468750000,0.004351382,2.468750000,0.000000000,2.468750000,0.006182116,2.468750000,0.000000000
,2.484375000,0.000000000,2.484375000,0.005119332,2.484375000,0.000000000,2.484375000,0.004297127,2.484375000,0.000000000,2.484375000,0.006135121,2.484375000,0.000000000
,2.500000000,0.000000000,2.500000000,0.005202288,2.500000000,0.000000000,2.500000000,0.004265729,2.500000000,0.000000000,2.500000000,0.006151446,2.500000000,0.000000000
,2.515625000,0.000000000,2.515625000,0.005100775,2.515625000,0.000000000,2.515625000,0.004178447,2.515625000,0.000000000,2.515625000,0.006144016,2.515625000,0.000000000
,2.531250000,0.000000000,2.531250000,0.005056366,2.531250000,0.000000000,2.531250000,0.004090984,2.531250000,0.000000000,2.531250000,0.006033939,2.531250000,0.000000000
,2.546875000,0.000000000,2.546875000,0.005042464,2.546875000,0.000000000,2.546875000,0.003998921,2.546875000,0.000000000,2.546875000,0.006108980,2.546875000,0.000000000
,2.562500000,0.000000000,2.562500000,0.004990421,2.562500000,0.000000000,2.562500000,0.003916851,2.562500000,0.000000000,2.562500000,0.006233284,2.562500000,0.000000000
,2.578125000,0.000000000,2.578125000,0.004988291,2.578125000,0.000000000,2.578125000,0.003843859,2.578125000,0.000000000,2.578125000,0.006355678,2.578125000,0.000000000
,2.593750000,0.000000000,2.593750000,0.005002784,2.593750000,0.000000000,2.593750000,0.003830277,2.593750000,0.000000000,2.593750000,0.006339098,2.593750000,0.000000000
,2.609375000,0.000000000,2.609375000,0.004929689,2.609375000,0.000000000,2.609375000,0.003722514,2.609375000,0.000000000,2.609375000,0.006419044,2.609375000,0.000000000
,2.625000000,0.000000000,2.625000000,0.004811150,2.625000000,0.000000000,2.625000000,0.003756027,2.625000000,0.000000000,2.625000000,0.006354414,2.625000000,0.000000000
,2.640625000,0.000000000,2.640625000,0.004713685,2.640625000,0.000000000,2.640625000,0.003756865,2.640625000,0.000000000,2.640625000,0.006499866,2.640625000,0.000000000
,2.656250000,0.000000000,2.656250000,0.004705385,2.656250000,0.000000000,2.656250000,0.003796569,2.656250000,0.000000000,2.656250000,0.006506774,2.656250000,0.000000000
,2.671875000,0.000000000,2.671875000,0.004608543,2.671875000,0.000000000,2.671875000,0.003843507,2.671875000,0.000000000,2.671875000,0.006341768,2.671875000,0.000000000
,2.687500000,0.000000000,2.687500000,0.004510460,2.687500000,0.000000000,2.687500000,0.003851692,2.687500000,0.000000000,2.687500000,0.006086200,2.687500000,0.000000000
,2.703125000,0.000000000,2.703125000,0.004417562,2.703125000,0.000000000,2.703125000,0.003844276,2.703125000,0.000000000,2.703125000,0.005844284,2.703125000,0.000000000
,2.718750000,0.000000000,2.718750000,0.004391159,2.718750000,0.000000000,2.718750000,0.003810704,2.718750000,0.000000000,2.718750000,0.005584673,2.718750000,0.000000000
,2.734375000,0.000000000,2.734375000,0.004387910,2.734375000,0.000000000,2.734375000,0.003846268,2.734375000,0.000000000,2.734375000,0.005347565,2.734375000,0.000000000
,2.750000000,0.000000000,2.750000000,0.004338529,2.750000000,0.000000000,2.750000000,0.003924622,2.750000000,0.000000000,2.750000000,0.005132486,2.750000000,0.000000000
,2.765625000,0.000000000,2.765625000,0.004296248,2.765625000,0.000000000,2.765625000,0.003836303,2.765625000,0.000000000,2.765625000,0.004931978,2.765625000,0.000000000
,2.781250000,0.000000000,2.781250000,0.004221289,2.781250000,0.000000000,2.781250000,0.003932638,2.781250000,0.000000000,2.781250000,0.004738247,2.781250000,0.000000000
,2.796875000,0.000000000,2.796875000,0.004191642,2.796875000,0.000000000,2.796875000,0.004108872,2.796875000,0.000000000,2.796875000,0.004599381,2.796875000,0.000000000
,2.812500000,0.000000000,2.812500000,0.004168080,2.812500000,0.000000000,2.812500000,0.004307671,2.812500000,0.000000000,2.812500000,0.004496551,2.812500000,0.000000000
,2.828125000,0.000000000,2.828125000,0.004104514,2.828125000,0.000000000,2.828125000,0.004449017,2.828125000,0.000000000,2.828125000,0.004482362,2.828125000,0.000000000
,2.843750000,0.000000000,2.843750000,0.004055071,2.843750000,0.000000000,2.843750000,0.004509119,2.843750000,0.000000000,2.843750000,0.004564755,2.843750000,0.000000000
,2.859375000,0.000000000,2.859375000,0.003992918,2.859375000,0.000000000,2.859375000,0.004538426,2.859375000,0.000000000,2.859375000,0.004499132,2.859375000,0.000000000
,2.875000000,0.000000000,2.875000000,0.003983008,2.875000000,0.000000000,2.875000000,0.004483525,2.875000000,0.000000000,2.875000000,0.004425544,2.875000000,0.000000000
,2.890625000,0.000000000,2.890625000,0.003960610,2.890625000,0.000000000,2.890625000,0.004385899,2.890625000,0.000000000,2.890625000,0.004402258,2.890625000,0.000000000
,2.906250000,0.000000000,2.906250000,0.003988275,2.906250000,0.000000000,2.906250000,0.004358091,2.906250000,0.000000000,2.906250000,0.004545238,2.906250000,0.000000000
,2.921875000,0.000000000,2.921875000,0.003935056,2.921875000,0.000000000,2.921875000,0.004250704,2.921875000,0.000000000,2.921875000,0.004690434,2.921875000,0.000000000
,2.937500000,0.000000000,2.937500000,0.003946865,2.937500000,0.000000000,2.937500000,0.004181661,2.937500000,0.000000000,2.937500000,0.004668170,2.937500000,0.000000000
,2.953125000,0.000000000,2.953125000,0.003911565,2.953125000,0.000000000,2.953125000,0.004200801,2.953125000,0.000000000,2.953125000,0.004793953,2.953125000,0.000000000
,2.968750000,0.000000000,2.968750000,0.004047819,2.968750000,0.000000000,2.968750000,0.004308952,2.968750000,0.000000000,2.968750000,0.004767093,2.968750000,0.000000000
,2.984375000,0.000000000,2.984375000,0.004120304,2.984375000,0.000000000,2.984375000,0.004285472,2.984375000,0.000000000,2.984375000,0.004870133,2.984375000,0.000000000
,3.000000000,0.000000000,3.000000000,0.004136482,3.000000000,0.000000000,3.000000000,0.004296221,3.000000000,0.000000000,3.000000000,0.005049300,3.000000000,0.000000000
,3.015625000,0.000000000,3.015625000,0.004114294,3.015625000,0.000000000,3.015625000,0.004217460,3.015625000,0.000000000,3.015625000,0.005141281,3.015625000,0.000000000
,3.031250000,0.000000000,3.031250000,0.004022773,3.031250000,0.000000000,3.031250000,0.004173433,3.031250000,0.000000000,3.031250000,0.005275206,3.031250000,0.000000000
,3.046875000,0.000000000,3.046875000,0.004029510,3.046875000,0.000000000,3.046875000,0.004086985,3.046875000,0.000000000,3.046875000,0.005280658,3.046875000,0.000000000
,3.062500000,0.000000000,3.062500000,0.004017766,3.062500000,0.000000000,3.062500000,0.004100261,3.062500000,0.000000000,3.062500000,0.005367761,3.062500000,0.000000000
,3.078125000,0.000000000,3.078125000,0.004033155,3.078125000,0.000000000,3.078125000,0.004096261,3.078125000,0.000000000,3.078125000,0.005517810,3.078125000,0.000000000
,3.093750000,0.000000000,3.093750000,0.004011777,3.093750000,0.000000000,3.093750000,0.004028212,3.093750000,0.000000000,3.093750000,0.005772926,3.093750000,0.000000000
,3.109375000,0.000000000,3.109375000,0.004077961,3.109375000,0.000000000,3.109375000,0.003931018,3.109375000,0.000000000,3.109375000,0.005891438,3.109375000,0.000000000
,3.125000000,0.000000000,3.125000000,0.004069138,3.125000000,0.000000000,3.125000000,0.003877328,3.125000000,0.000000000,3.125000000,0.006050440,3.125000000,0.000000000
,3.140625000,0.000000000,3.140625000,0.004117458,3.140625000,0.000000000,3.140625000,0.003829565,3.140625000,0.000000000,3.140625000,0.006044948,3.140625000,0.000000000
,3.156250000,0.000000000,3.156250000,0.004060935,3.156250000,0.000000000,3.156250000,0.003804997,3.156250000,0.000000000,3.156250000,0.005937785,3.156250000,0.000000000
,3.171875000,0.000000000,3.171875000,0.004081504,3.171875000,0.000000000,3.171875000,0.003779408,3.171875000,0.000000000,3.171875000,0.005912563,3.171875000,0.000000000
,3.187500000,0.000000000,3.187500000,0.004036262,3.187500000,0.000000000,3.187500000,0.003842971,3.187500000,0.000000000,3.187500000,0.005912381,3.187500000,0.000000000
,3.203125000,0.000000000,3.203125000,0.004025815,3.203125000,0.000000000,3.203125000,0.003957979,3.203125000,0.000000000,3.203125000,0.005849933,3.203125000,0.000000000
,3.218750000,0.000000000,3.218750000,0.004031954,3.218750000,0.000000000,3.218750000,0.004084433,3.218750000,0.000000000,3.218750000,0.005796504,3.218750000,0.000000000
,3.234375000,0.000000000,3.234375000,0.004022821,3.234375000,0.000000000,3.234375000,0.004034613,3.234375000,0.000000000,3.234375000,0.005755518,3.234375000,0.000000000
,3.250000000,0.000000000,3.250000000,0.004061637,3.250000000,0.000000000,3.250000000,0.003962180,3.250000000,0.000000000,3.250000000,0.005770787,3.250000000,0.000000000
,3.265625000,0.000000000,3.265625000,0.004140695,3.265625000,0.000000000,3.265625000,0.003877161,3.265625000,0.000000000,3.265625000,0.005838015,3.265625000,0.000000000
,3.281250000,0.000000000,3.281250000,0.004203379,3.281250000,0.000000000,3.281250000,0.003785678,3.281250000,0.000000000,3.281250000,0.005765715,3.281250000,0.000000000
,3.296875000,0.000000000,3.296875000,0.004225267,3.296875000,0.000000000,3.296875000,0.003685199,3.296875000,0.000000000,3.296875000,0.005626759,3.296875000,0.000000000
,3.312500000,0.000000000,3.312500000,0.004341780,3.312500000,0.000000000,3.312500000,0.003658429,3.312500000,0.000000000,3.312500000,0.005690392,3.312500000,0.000000000
,3.328125000,0.000000000,3.328125000,0.004527214,3.328125000,0.000000000,3.328125000,0.003725111,3.328125000,0.000000000,3.328125000,0.005673608,3.328125000,0.000000000
,3.343750000,0.000000000,3.343750000,0.004591524,3.343750000,0.000000000,3.343750000,0.003701896,3.343750000,0.000000000,3.343750000,0.005727988,3.343750000,0.000000000
,3.359375000,0.000000000,3.359375000,0.004678753,3.359375000,0.000000000,3.359375000,0.003667837,3.359375000,0.000000000,3.359375000,0.005694565,3.359375000,0.000000000
,3.375000000,0.000000000,3.375000000,0.004657326,3.375000000,0.000000000,3.375000000,0.003593456,3.375000000,0.000000000,3.375000000,0.005669130,3.375000000,0.000000000
,3.390625000,0.000000000,3.390625000,0.004576127,3.390625000,0.000000000,3.390625000,0.003535096,3.390625000,0.000000000,3.390625000,0.005726113,3.390625000,0.000000000
,3.406250000,0.000000000,3.406250000,0.004559573,3.406250000,0.000000000,3.406250000,0.003488034,3.406250000,0.000000000,3.406250000,0.005802333,3.406250000,0.000000000
,3.421875000,0.000000000,3.421875000,0.004548517,3.421875000,0.000000000,3.421875000,0.003451118,3.421875000,0.000000000,3.421875000,0.005811726,3.421875000,0.000000000
,3.437500000,0.000000000,3.437500000,0.004600663,3.437500000,0.000000000,3.437500000,0.003507043,3.437500000,0.000000000,3.437500000,0.005849489,3.437500000,0.000000000
,3.453125000,0.000000000,3.453125000,0.004654047,3.453125000,0.000000000,3.453125000,0.003595074,3.453125000,0.000000000,3.453125000,0.005831338,3.453125000,0.000000000
,3.468750000,0.000000000,3.468750000,0.004690815,3.468750000,0.000000000,3.468750000,0.003630126,3.468750000,0.000000000,3.468750000,0.005811566,3.468750000,0.000000000
,3.484375000,0.000000000,3.484375000,0.004667428,3.484375000,0.000000000,3.484375000,0.003732831,3.484375000,0.000000000,3.484375000,0.005685414,3.484375000,0.000000000
,3.500000000,0.000000000,3.500000000,0.004672579,3.500000000,0.000000000,3.500000000,0.003749185,3.500000000,0.000000000,3.500000000,0.005503689,3.500000000,0.000000000
,3.515625000,0.000000000,3.515625000,0.004759801,3.515625000,0.000000000,3.515625000,0.003764726,3.515625000,0.000000000,3.515625000,0.005317777,3.515625000,0.000000000
,3.531250000,0.000000000,3.531250000,0.004912672,3.531250000,0.000000000,3.531250000,0.003725400,3.531250000,0.000000000,3.531250000,0.005198412,3.531250000,0.000000000
,3.546875000,0.000000000,3.546875000,0.004910208,3.546875000,0.000000000,3.546875000,0.003869317,3.546875000,0.000000000,3.546875000,0.005015211,3.546875000,0.000000000
,3.562500000,0.000000000,3.562500000,0.004880824,3.562500000,0.000000000,3.562500000,0.003865946,3.562500000,0.000000000,3.562500000,0.004817963,3.562500000,0.000000000
,3.578125000,0.000000000,3.578125000,0.004927968,3.578125000,0.000000000,3.578125000,0.003768393,3.578125000,0.000000000,3.578125000,0.004649232,3.578125000,0.000000000
,3.593750000,0.000000000,3.593750000,0.004948167,3.593750000,0.000000000,3.593750000,0.003703349,3.593750000,0.000000000,3.593750000,0.004505021,3.593750000,0.000000000
,3.609375000,0.000000000,3.609375000,0.004919861,3.609375000,0.000000000,3.609375000,0.003721128,3.609375000,0.000000000,3.609375000,0.004354051,3.609375000,0.000000000
,3.625000000,0.000000000,3.625000000,0.004978089,3.625000000,0.000000000,3.625000000,0.003725293,3.625000000,0.000000000,3.625000000,0.004246559,3.625000000,0.000000000
,3.640625000,0.000000000,3.640625000,0.005150777,3.640625000,0.000000000,3.640625000,0.003731702,3.640625000,0.000000000,3.640625000,0.004126322,3.640625000,0.000000000
,3.656250000,0.000000000,3.656250000,0.005313660,3.656250000,0.000000000,3.656250000,0.003660207,3.656250000,0.000000000,3.656250000,0.003995129,3.656250000,0.000000000
,3.671875000,0.000000000,3.671875000,0.005256115,3.671875000,0.000000000,3.671875000,0.003660665,3.671875000,0.000000000,3.671875000,0.003915397,3.671875000,0.000000000
,3.687500000,0.000000000,3.687500000,0.005379285,3.687500000,0.000000000,3.687500000,0.003801464,3.687500000,0.000000000,3.687500000,0.003822179,3.687500000,0.000000000
,3.703125000,0.000000000,3.703125000,0.005483801,3.703125000,0.000000000,3.703125000,0.003964868,3.703125000,0.000000000,3.703125000,0.003737703,3.703125000,0.000000000
,3.718750000,0.000000000,3.718750000,0.005578381,3.718750000,0.000000000,3.718750000,0.004005775,3.718750000,0.000000000,3.718750000,0.003680122,3.718750000,0.000000000
,3.734375000,0.000000000,3.734375000,0.005485320,3.734375000,0.000000000,3.734375000,0.003912834,3.734375000,0.000000000,3.734375000,0.003637908,3.734375000,0.000000000
,3.750000000,0.000000000,3.750000000,0.005502378,3.750000000,0.000000000,3.750000000,0.003997493,3.750000000,0.000000000,3.750000000,0.003572733,3.750000000,0.000000000
,3.765625000,0.000000000,3.765625000,0.005434309,3.765625000,0.000000000,3.765625000,0.004217768,3.765625000,0.000000000,3.765625000,0.003519605,3.765625000,0.000000000
,3.781250000,0.000000000,3.781250000,0.005400522,3.781250000,0.000000000,3.781250000,0.004458942,3.781250000,0.000000000,3.781250000,0.003509759,3.781250000,0.000000000
,3.796875000,0.000000000,3.796875000,0.005336499,3.796875000,0.000000000,3.796875000,0.004546599,3.796875000,0.000000000,3.796875000,0.003494870,3.796875000,0.000000000
,3.812500000,0.000000000,3.812500000,0.005247606,3.812500000,0.000000000,3.812500000,0.004596076,3.812500000,0.000000000,3.812500000,0.003451846,3.812500000,0.000000000
,3.828125000,0.000000000,3.828125000,0.005302429,3.828125000,0.000000000,3.828125000,0.004568563,3.828125000,0.000000000,3.828125000,0.003461155,3.828125000,0.000000000
,3.843750000,0.000000000,3.843750000,0.005205095,3.843750000,0.000000000,3.843750000,0.004734190,3.843750000,0.000000000,3.843750000,0.003407947,3.843750000,0.000000000
,3.859375000,0.000000000,3.859375000,0.005172888,3.859375000,0.000000000,3.859375000,0.004765831,3.859375000,0.000000000,3.859375000,0.003381053,3.859375000,0.000000000
,3.875000000,0.000000000,3.875000000,0.005017103,3.875000000,0.000000000,3.875000000,0.004663877,3.875000000,0.000000000,3.875000000,0.003386878,3.875000000,0.000000000
,3.890625000,0.000000000,3.890625000,0.004887010,3.890625000,0.000000000,3.890625000,0.004589261,3.890625000,0.000000000,3.890625000,0.003468430,3.890625000,0.000000000
,3.906250000,0.000000000,3.906250000,0.004737432,3.906250000,0.000000000,3.906250000,0.004564791,3.906250000,0.000000000,3.906250000,0.003477106,3.906250000,0.000000000
,3.921875000,0.000000000,3.921875000,0.004638226,3.921875000,0.000000000,3.921875000,0.004629595,3.921875000,0.000000000,3.921875000,0.003428427,3.921875000,0.000000000
,3.937500000,0.000000000,3.937500000,0.004599144,3.937500000,0.000000000,3.937500000,0.004571512,3.937500000,0.000000000,3.937500000,0.003388918,3.937500000,0.000000000
,3.953125000,0.000000000,3.953125000,0.004586078,3.953125000,0.000000000,3.953125000,0.004535657,3.953125000,0.000000000,3.953125000,0.003452827,3.953125000,0.000000000
,3.968750000,0.000000000,3.968750000,0.004606805,3.968750000,0.000000000,3.968750000,0.004535335,3.968750000,0.000000000,3.968750000,0.003389094,3.968750000,0.000000000
,3.984375000,0.000000000,3.984375000,0.004746169,3.984375000,0.000000000,3.984375000,0.004640136,3.984375000,0.000000000,3.984375000,0.003346905,3.984375000,0.000000000
,4.000000000,0.000000000,4.000000000,0.004705225,4.000000000,0.000000000,4.000000000,0.004654726,4.000000000,0.000000000,4.000000000,0.003358059,4.000000000,0.000000000
,4.015625000,0.000000000,4.015625000,0.004845632,4.015625000,0.000000000,4.015625000,0.004658738,4.015625000,0.000000000,4.015625000,0.003310104,4.015625000,0.000000000
,4.031250000,0.000000000,4.031250000,0.004848181,4.031250000,0.000000000,4.031250000,0.004554533,4.031250000,0.000000000,4.031250000,0.003351497,4.031250000,0.000000000
,4.046875000,0.000000000,4.046875000,0.004867164,4.046875000,0.000000000,4.046875000,0.004610157,4.046875000,0.000000000,4.046875000,0.003438932,4.046875000,0.000000000
,4.062500000,0.000000000,4.062500000,0.004884482,4.062500000,0.000000000,4.062500000,0.004714439,4.062500000,0.000000000,4.062500000,0.003412101,4.062500000,0.000000000
,4.078125000,0.000000000,4.078125000,0.004924241,4.078125000,0.000000000,4.078125000,0.004743085,4.078125000,0.000000000,4.078125000,0.003379361,4.078125000,0.000000000
,4.093750000,0.000000000,4.093750000,0.004957370,4.093750000,0.000000000,4.093750000,0.004861598,4.093750000,0.000000000,4.093750000,0.003370709,4.093750000,0.000000000
,4.109375000,0.000000000,4.109375000,0.005134694,4.109375000,0.000000000,4.109375000,0.005159575,4.109375000,0.000000000,4.109375000,0.003367885,4.109375000,0.000000000
,4.125000000,0.000000000,4.125000000,0.005448122,4.125000000,0.000000000,4.125000000,0.005386343,4.125000000,0.000000000,4.125000000,0.003427021,4.125000000,0.000000000
,4.140625000,0.000000000,4.140625000,0.005782061,4.140625000,0.000000000,4.140625000,0.005521115,4.140625000,0.000000000,4.140625000,0.003562827,4.140625000,0.000000000
,4.156250000,0.000000000,4.156250000,0.005952422,4.156250000,0.000000000,4.156250000,0.005538408,4.156250000,0.000000000,4.156250000,0.003756781,4.156250000,0.000000000
,4.171875000,0.000000000,4.171875000,0.006094742,4.171875000,0.000000000,4.171875000,0.005845462,4.171875000,0.000000000,4.171875000,0.003828020,4.171875000,0.000000000
,4.187500000,0.000000000,4.187500000,0.006498298,4.187500000,0.000000000,4.187500000,0.006112295,4.187500000,0.000000000,4.187500000,0.003741545,4.187500000,0.000000000
,4.203125000,0.000000000,4.203125000,0.007015388,4.203125000,0.000000000,4.203125000,0.006222359,4.203125000,0.000000000,4.203125000,0.003744408,4.203125000,0.000000000
,4.218750000,0.000000000,4.218750000,0.007567589,4.218750000,0.000000000,4.218750000,0.006364158,4.218750000,0.000000000,4.218750000,0.003656506,4.218750000,0.000000000
,4.234375000,0.000000000,4.234375000,0.008078989,4.234375000,0.000000000,4.234375000,0.006565478,4.234375000,0.000000000,4.234375000,0.003652683,4.234375000,0.000000000
,4.250000000,0.000000000,4.250000000,0.008377208,4.250000000,0.000000000,4.250000000,0.006807696,4.250000000,0.000000000,4.250000000,0.003661338,4.250000000,0.000000000
,4.265625000,0.000000000,4.265625000,0.008466410,4.265625000,0.000000000,4.265625000,0.006980835,4.265625000,0.000000000,4.265625000,0.003602355,4.265625000,0.000000000
,4.281250000,0.000000000,4.281250000,0.008531871,4.281250000,0.000000000,4.281250000,0.007279801,4.281250000,0.000000000,4.281250000,0.003638319,4.281250000,0.000000000
,4.296875000,0.000000000,4.296875000,0.008876346,4.296875000,0.000000000,4.296875000,0.007452837,4.296875000,0.000000000,4.296875000,0.003682618,4.296875000,0.000000000
,4.312500000,0.000000000,4.312500000,0.009026358,4.312500000,0.000000000,4.312500000,0.007523004,4.312500000,0.000000000,4.312500000,0.003634515,4.312500000,0.000000000
,4.328125000,0.000000000,4.328125000,0.009182032,4.328125000,0.000000000,4.328125000,0.007661846,4.328125000,0.000000000,4.328125000,0.003581276,4.328125000,0.000000000
,4.343750000,0.000000000,4.343750000,0.009255143,4.343750000,0.000000000,4.343750000,0.007743875,4.343750000,0.000000000,4.343750000,0.003551281,4.343750000,0.000000000
,4.359375000,0.000000000,4.359375000,0.009584104,4.359375000,0.000000000,4.359375000,0.007718020,4.359375000,0.000000000,4.359375000,0.003500168,4.359375000,0.000000000
,4.375000000,0.000000000,4.375000000,0.009831740,4.375000000,0.000000000,4.375000000,0.007638787,4.375000000,0.000000000,4.375000000,0.003413599,4.375000000,0.000000000
,4.390625000,0.000000000,4.390625000,0.009790273,4.390625000,0.000000000,4.390625000,0.007549348,4.390625000,0.000000000,4.390625000,0.003373155,4.390625000,0.000000000
,4.406250000,0.000000000,4.406250000,0.010051474,4.406250000,0.000000000,4.406250000,0.007409716,4.406250000,0.000000000,4.406250000,0.003353941,4.406250000,0.000000000
,4.421875000,0.000000000,4.421875000,0.010369781,4.421875000,0.000000000,4.421875000,0.007268128,4.421875000,0.000000000,4.421875000,0.003344929,4.421875000,0.000000000
