C:\Simcenter\Testxpress\ProjectData,20.01.26,12:57:22,,,,,,,,,,,,,,,,
,M1: CHRA_x : FFT(C1) Frequency[Hz],M1: CHRA_x : FFT(C1) [g],,M2: CHRA_y : FFT(C2) Frequency[Hz],M2: CHRA_y : FFT(C2) [g],,M3: CHRA_z : FFT(C3) Frequency[Hz],M3: CHRA_z : FFT(C3) [g],,M4: EG_Block_x : FFT(C13) Frequency[Hz],M4: EG_Block_x : FFT(C13) [g],,M5: EG_Block_y : FFT(C14) Frequency[Hz],M5: EG_Block_y : FFT(C14) [g],,M6: EG_Block_z : FFT(C15) Frequency[Hz],M6: EG_Block_z : FFT(C15) [g],
Unit,Hz,g,,Hz,g,,Hz,g,,Hz,g,,Hz,g,,Hz,g,
Sensor,,,,,,,,,,,,,,,,,,
PointId,,,,,,,,,,,,,,,,,,
PointDir,,'',,,'',,,'',,,'',,,'',,,'',
Info1,,,,,,,,,,,,,,,,,,
Info2,,,,,,,,,,,,,,,,,,
Info3,,,,,,,,,,,,,,,,,,
Info4,,,,,,,,,,,,,,,,,,
Z Axis,,,,,,,,,,,,,,,,,,
,20331.25,-0.0472875,0.0552883,20331.25,0.0834512,0.0471962,20331.25,-0.0520055,0.0657766,20331.25,0.1661841,0.1813679,20331.25,-0.242688,-0.7810863,20331.25,-0.0572768,-0.0721643
,20332.8125,-0.0579429,0.0318462,20332.8125,0.0881058,-0.0337466,20332.8125,0.03707,-0.0669689,20332.8125,-0.1625289,-0.1870652,20332.8125,0.2361051,0.8615045,20332.8125,0.1036452,-0.0132302
,20334.375,-0.0398631,-0.0484349,20334.375,-0.0469288,0.1032374,20334.375,0.0445356,-0.0665522,20334.375,-0.0802298,0.1887481,20334.375,-0.4021995,-0.6892305,20334.375,-0.0288594,-0.1038999
,20335.9375,0.0683981,0.0298295,20335.9375,-0.1085774,0.0587564,20335.9375,0.0699482,-0.0289964,20335.9375,0.0287095,0.3078896,20335.9375,0.1582287,-1.1098714,20335.9375,-0.0940764,0.0775229
,20337.5,0.0665354,0.0179086,20337.5,0.1056818,-0.1145764,20337.5,-0.0659149,-0.0495285,20337.5,0.2201302,-0.1623132,20337.5,0.5461568,0.8030804,20337.5,0.0943757,-0.0455161
,20339.0625,0.0684605,-0.0332006,20339.0625,-0.0345429,0.1621349,20339.0625,0.0045324,0.0875954,20339.0625,0.0912064,0.2206108,20339.0625,0.0205054,-0.9618707,20339.0625,0.0711934,-0.0144969
,20340.625,0.0771683,0.0262738,20340.625,-0.0530538,-0.11432,20340.625,0.0502087,-0.066647,20340.625,0.3070731,-0.0056068,20340.625,-0.863048,-0.4616645,20340.625,0.0248026,0.0843019
,20342.1875,-0.0769095,-0.0033928,20342.1875,-0.0064683,0.1140497,20342.1875,0.0692913,0.0549795,20342.1875,0.2810919,0.0988225,20342.1875,-0.9003469,-0.6813246,20342.1875,-0.0736168,-0.0149155
,20343.75,-0.0423052,-0.0571574,20343.75,-0.1076582,0.0656634,20343.75,-0.023356,0.0980835,20343.75,0.1714971,0.1722409,20343.75,-0.4913716,-0.8120912,20343.75,-0.0545488,0.0900057
,20345.3125,0.0595462,0.0254014,20345.3125,0.094411,-0.0812458,20345.3125,0.0700229,-0.0084805,20345.3125,-0.0172342,0.2517646,20345.3125,-0.0959612,-0.8057764,20345.3125,0.0751775,-0.0602428
,20346.875,-0.0297151,-0.051882,20346.875,-0.0612119,0.0547739,20346.875,-0.1111598,-0.0109594,20346.875,-0.2604482,-0.1141511,20346.875,0.2184636,-0.8093734,20346.875,-0.0828897,-0.0294478
,20348.4375,-0.0180591,-0.0791495,20348.4375,-0.0154206,0.1029474,20348.4375,0.1140341,0.0307393,20348.4375,-0.1077301,-0.2861472,20348.4375,-0.069464,1.0567527,20348.4375,-0.0453988,0.1009949
,20350,0.0453392,0.0566033,20350,0.0690623,-0.0547693,20350,-0.0730503,-0.007553,20350,-0.2742737,-0.0669116,20350,0.8037041,-0.6318189,20350,0.0488766,-0.0869984
,20351.5625,-0.0538301,-0.0153158,20351.5625,-0.0751016,0.0589988,20351.5625,0.0716149,-0.0141165,20351.5625,0.2732444,0.0518292,20351.5625,-0.7963723,-0.5638397,20351.5625,-0.0669486,-0.066946
,20353.125,0.0615278,0.0148549,20353.125,0.0096834,0.1065906,20353.125,-0.0295399,-0.0848145,20353.125,0.247441,0.093983,20353.125,-0.772988,0.338004,20353.125,-0.046523,-0.0819577
,20354.6875,-0.0487259,0.0516908,20354.6875,0.0865287,0.0380523,20354.6875,-0.055014,0.0608863,20354.6875,-0.3497002,-0.0179952,20354.6875,1.0704665,0.2378408,20354.6875,0.0929322,0.0591454
,20356.25,-0.0609939,0.0293957,20356.25,-0.1100699,-0.0553462,20356.25,0.0771194,-0.052052,20356.25,0.1291357,0.194836,20356.25,-0.533003,0.6427096,20356.25,0.0785388,0.0192411
,20357.8125,-0.0603137,-0.036645,20357.8125,-0.0608556,-0.0908413,20357.8125,-0.0921823,-0.0269142,20357.8125,-0.1954848,0.1062449,20357.8125,0.6752543,-0.53107,20357.8125,0.0675127,0.064918
,20359.375,-0.0043217,0.0692505,20359.375,0.0981782,-0.0525398,20359.375,0.0681839,-0.0559188,20359.375,-0.214387,-0.0583985,20359.375,0.649018,-0.3108435,20359.375,-0.0756623,-0.0013677
,20360.9375,0.0821434,0.0014993,20360.9375,-0.1165548,-0.0142654,20360.9375,0.0750553,0.0413433,20360.9375,0.226904,0.1265639,20360.9375,0.1553201,0.91829,20360.9375,0.0775969,-0.0125695
,20362.5,0.0417037,-0.052246,20362.5,-0.0839953,0.0575807,20362.5,-0.0413282,0.0562672,20362.5,0.0432967,-0.3562518,20362.5,-0.7038143,1.0397722,20362.5,-0.073315,0.0343457
,20364.0625,0.0592806,0.0176391,20364.0625,-0.0567127,0.081423,20364.0625,-0.0200273,0.080588,20364.0625,-0.0537657,0.3210782,20364.0625,0.6355537,-0.9260209,20364.0625,-0.0767813,-0.071998
,20365.625,-0.0262849,0.084522,20365.625,-0.0289535,-0.0769558,20365.625,0.0170009,-0.0900554,20365.625,0.3102625,0.1668303,20365.625,-0.7984999,-0.7775183,20365.625,0.0916403,0.0397314
,20367.1875,-0.0014744,-0.0652858,20367.1875,0.1021373,0.0155835,20367.1875,-0.0668859,-0.0323788,20367.1875,-0.2670498,-0.1103807,20367.1875,0.7209252,0.5406608,20367.1875,0.0655326,-0.0789726
,20368.75,-0.0296563,0.0611754,20368.75,0.0918343,0.0826399,20368.75,-0.0570595,-0.0570903,20368.75,0.2331571,0.2463353,20368.75,-0.3162745,-1.1359982,20368.75,-0.027805,0.0904104
,20370.3125,-0.0053225,-0.0834763,20370.3125,-0.0375317,0.0779815,20370.3125,-0.0729466,-0.0332475,20370.3125,-0.172615,-0.3270285,20370.3125,0.2290087,1.2037948,20370.3125,0.0453821,-0.0647382
,20371.875,-0.0749479,0.0136004,20371.875,-0.0721479,0.0319699,20371.875,-0.0566353,0.0373556,20371.875,-0.1085434,-0.2415118,20371.875,0.7624376,-0.5212612,20371.875,-0.0807845,0.0347563
,20373.4375,0.0679499,0.0229946,20373.4375,-0.0926162,0.0123661,20373.4375,0.0122188,-0.0709744,20373.4375,-0.2561467,0.0525421,20373.4375,-0.269677,-0.9607689,20373.4375,0.0725264,-0.0707276
,20375,0.0051838,0.07177,20375,-0.0481355,-0.0676542,20375,-0.0216622,0.0786179,20375,-0.0836668,-0.226971,20375,0.1367524,1.0131309,20375,0.076418,-0.045965
,20376.5625,0.0180094,0.0629022,20376.5625,0.0490779,0.0659037,20376.5625,-0.0518183,0.0648256,20376.5625,-0.0001021,0.2376165,20376.5625,0.2748936,-0.8069609,20376.5625,0.0059192,-0.1011536
,20378.125,-0.0723094,-0.0033596,20378.125,0.0819298,0.0362127,20378.125,0.060944,-0.0597374,20378.125,-0.1673985,0.2028606,20378.125,-0.5261073,0.6838425,20378.125,0.0292086,-0.0826596
,20379.6875,0.066735,-0.0164129,20379.6875,0.1246303,0.0033717,20379.6875,-0.0581455,-0.0522687,20379.6875,-0.2210766,0.1509138,20379.6875,0.3570266,0.8669608,20379.6875,0.0960496,0.0118649
,20381.25,-0.0623759,-0.0443613,20381.25,-0.0902101,-0.0130963,20381.25,0.0768984,-0.0252193,20381.25,0.2930099,-0.1073242,20381.25,-0.9055337,-0.0616929,20381.25,-0.0889135,0.0311554
,20382.8125,0.0578617,0.047599,20382.8125,0.0102223,0.1113076,20382.8125,0.0300158,0.0833303,20382.8125,0.1180675,-0.28062,20382.8125,-0.6672952,0.7871454,20382.8125,-0.0739373,0.0556913
,20384.375,-0.0509331,-0.0396444,20384.375,-0.1189381,-0.0460476,20384.375,0.0515287,0.0577057,20384.375,-0.1013495,0.3075969,20384.375,0.7049314,-0.8514537,20384.375,-0.0853194,-0.03841
,20385.9375,-0.0507426,0.0392586,20385.9375,0.0441544,0.1084471,20385.9375,0.0076579,-0.0747305,20385.9375,0.2668334,-0.0368509,20385.9375,0.5345563,0.7272378,20385.9375,0.0903868,0.0274407
,20387.5,0.0018267,0.056606,20387.5,0.0439209,-0.105591,20387.5,0.0870464,0.0414823,20387.5,0.1784105,0.2313372,20387.5,-0.4324417,-0.9873472,20387.5,-0.0873544,-0.0183987
,20389.0625,0.0623817,-0.0269272,20389.0625,0.0854637,0.1038673,20389.0625,0.0813933,-0.0390997,20389.0625,-0.2093318,-0.182651,20389.0625,0.8619254,-0.5194304,20389.0625,0.0780437,-0.0452752
,20390.625,0.0365825,0.0537601,20390.625,-0.003115,-0.1005215,20390.625,-0.0886527,0.0099677,20390.625,0.3292307,0.096501,20390.625,0.7243574,0.5359992,20390.625,0.0809636,0.0269412
,20392.1875,-0.080853,-0.0174392,20392.1875,-0.0904084,0.0157392,20392.1875,-0.0161535,0.0954267,20392.1875,-0.269299,-0.1244234,20392.1875,-0.8507842,-0.4573453,20392.1875,0.0804245,-0.0015731
,20393.75,0.0094766,0.0648223,20393.75,-0.0917857,0.0702273,20393.75,-0.048831,-0.0598597,20393.75,0.0867598,-0.3776233,20393.75,-0.6539068,0.8217187,20393.75,-0.0839469,-0.0142701
,20395.3125,-0.0496039,0.0241791,20395.3125,-0.026849,-0.1176173,20395.3125,0.0069276,0.0732056,20395.3125,0.0897614,-0.3169904,20395.3125,-0.5640068,0.866713,20395.3125,-0.0676176,-0.048891
,20396.875,-0.0418963,0.0569955,20396.875,-0.0434839,0.1522001,20396.875,0.0659134,-0.0393891,20396.875,0.0398207,0.3131844,20396.875,0.2239722,-0.9411752,20396.875,0.0523569,0.0653547
,20398.4375,-0.0849546,0.003872,20398.4375,0.084618,-0.1635133,20398.4375,-0.0777049,0.0439335,20398.4375,-0.3085782,0.050319,20398.4375,-0.7991965,-0.5903834,20398.4375,-0.0854739,0.0101659
,20400,0.0699606,0.0031708,20400,-0.0845774,0.1321826,20400,-0.0466951,0.075823,20400,0.3492109,-0.0362262,20400,-0.8111849,-0.1867405,20400,0.0684161,-0.0610894
,20401.5625,0.0599227,-0.0337078,20401.5625,0.1380489,0.0847884,20401.5625,0.0495908,0.0553606,20401.5625,0.2301218,-0.1305707,20401.5625,0.7768521,-0.2250575,20401.5625,0.0288625,-0.0665736
,20403.125,0.0162558,0.0612284,20403.125,-0.0176258,-0.1564197,20403.125,0.0689668,-0.0519484,20403.125,0.1415977,-0.1850443,20403.125,-0.6123,0.5144236,20403.125,0.0361442,-0.0749626
,20404.6875,0.0328147,0.0431167,20404.6875,0.1862646,-0.0170764,20404.6875,0.0238422,0.0786805,20404.6875,-0.234807,0.2268043,20404.6875,0.9168504,-0.5039247,20404.6875,0.091132,-0.0050342
,20406.25,0.0670561,0.0270024,20406.25,-0.2020445,0.077478,20406.25,0.0497966,0.0760672,20406.25,-0.0297521,0.3468016,20406.25,0.2655219,-0.8197026,20406.25,-0.0811413,-0.0362742
,20407.8125,-0.0741757,-0.0139445,20407.8125,0.1956124,-0.132357,20407.8125,-0.0100616,0.0825377,20407.8125,0.3058352,-0.0209324,20407.8125,-0.9013738,-0.0314347,20407.8125,-0.0709585,-0.0901868
,20409.375,0.0161587,0.0822248,20409.375,-0.1039929,0.2152896,20409.375,0.0953574,0.0402057,20409.375,0.223266,-0.1815476,20409.375,0.1878801,-0.9175088,20409.375,0.090954,0.0530302
,20410.9375,0.0704459,-0.0470602,20410.9375,-0.0466432,-0.1396337,20410.9375,0.0710495,0.0616802,20410.9375,0.266816,0.2582912,20410.9375,-0.4906769,-0.9728866,20410.9375,-0.0465725,0.0748481
,20412.5,-0.0871702,-0.0209202,20412.5,0.0704283,-0.1052994,20412.5,-0.0433728,-0.0712828,20412.5,0.2808638,0.0767252,20412.5,-0.2353863,0.8959365,20412.5,-0.0808498,-0.06853
,20414.0625,0.0433379,-0.053162,20414.0625,-0.1385127,-0.0360041,20414.0625,-0.1001496,-0.0164325,20414.0625,0.2065356,-0.1538184,20414.0625,-0.5869946,0.297716,20414.0625,0.0846337,0.0719607
,20415.625,-0.0389925,-0.0537754,20415.625,0.2199618,0.1252796,20415.625,-0.0803617,-0.0451685,20415.625,0.2210884,0.1369037,20415.625,-0.5382712,-0.6908411,20415.625,-0.0125242,-0.0761648
,20417.1875,-0.0568341,0.0743993,20417.1875,-0.165152,0.0980786,20417.1875,-0.0793485,-0.0267382,20417.1875,0.3894989,0.024054,20417.1875,-1.245707,-0.4511816,20417.1875,0.0408253,0.0707081
,20418.75,-0.0061042,-0.0684301,20418.75,0.0260458,-0.2479238,20418.75,-0.0060098,0.0916758,20418.75,-0.3850695,-0.0855279,20418.75,1.1497338,0.4805372,20418.75,0.0992181,0.0064956
,20420.3125,0.0383133,-0.0707722,20420.3125,-0.0893373,-0.0517164,20420.3125,-0.0901451,0.0303874,20420.3125,0.2456345,-0.2046952,20420.3125,-0.8088339,-0.2344499,20420.3125,-0.039164,0.099576
,20421.875,0.0543168,0.0343745,20421.875,0.0582207,-0.0930326,20421.875,-0.00798,-0.084943,20421.875,0.0235661,0.2394116,20421.875,-0.0382906,-0.7932079,20421.875,0.0235454,-0.087641
,20423.4375,0.0122044,0.0577797,20423.4375,-0.0419134,0.0984376,20423.4375,-0.020245,0.0678653,20423.4375,-0.0487117,-0.2504594,20423.4375,-0.2767988,0.8872954,20423.4375,-0.0239405,0.0733106
,20425,0.0576696,0.0139817,20425,0.0867837,-0.0067626,20425,-0.093757,-0.0043544,20425,0.3104299,0.0685928,20425,-0.8236319,-0.4968901,20425,-0.1059763,0.002495
,20426.5625,0.00061,-0.0527284,20426.5625,-0.0797501,0.067296,20426.5625,-0.0635204,0.067306,20426.5625,0.1400517,0.2239916,20426.5625,-0.3503202,0.7762852,20426.5625,-0.043021,0.1196878
,20428.125,-0.0366371,0.0657459,20428.125,0.0606495,0.0829455,20428.125,0.0169576,0.0964903,20428.125,-0.1626687,-0.2481569,20428.125,-0.0867853,1.0062135,20428.125,-0.0801998,0.0619594
,20429.6875,0.0262046,-0.075521,20429.6875,-0.0354765,-0.1031869,20429.6875,-0.0595393,0.0893406,20429.6875,-0.1313117,-0.2287828,20429.6875,0.1517695,0.909835,20429.6875,0.0760723,0.0299828
,20431.25,0.0313127,0.0627991,20431.25,0.01676,0.1141768,20431.25,-0.0287063,0.0841174,20431.25,-0.091545,-0.2263691,20431.25,0.2639703,-0.8300044,20431.25,-0.077111,0.0120874
,20432.8125,-0.0544123,-0.0684799,20432.8125,0.0037249,-0.1448425,20432.8125,0.0223987,-0.1165592,20432.8125,0.2061104,0.1422182,20432.8125,-0.6040666,-0.6676673,20432.8125,0.0430204,-0.0699028
,20434.375,0.072681,0.0199219,20434.375,-0.0094182,0.1569774,20434.375,0.0728054,-0.031363,20434.375,0.2133996,-0.1582763,20434.375,-0.8216055,0.1814107,20434.375,-0.0785355,0.015626
,20435.9375,-0.0627175,0.0129738,20435.9375,0.0227122,-0.1215651,20435.9375,-0.0138756,-0.1098382,20435.9375,-0.2855949,0.2451114,20435.9375,1.223191,-0.3839725,20435.9375,0.0470109,0.07422
,20437.5,0.0541532,-0.0338563,20437.5,-0.0726383,-0.0474859,20437.5,-0.0077112,0.0987672,20437.5,0.3559279,0.0485233,20437.5,-0.9347379,-0.6203774,20437.5,-0.0824227,0.0216204
,20439.0625,-0.0557661,-0.0316129,20439.0625,0.1023588,0.0258355,20439.0625,0.070098,-0.0474011,20439.0625,-0.3181807,-0.1384137,20439.0625,0.960008,0.894212,20439.0625,-0.0835502,-0.0160285
,20440.625,-0.0432912,0.042842,20440.625,-0.0920814,-0.0672508,20440.625,-0.0952173,0.0229527,20440.625,-0.306489,0.2397377,20440.625,1.2703695,-0.4565735,20440.625,0.0703642,0.0478708
,20442.1875,0.0188395,0.0567044,20442.1875,0.0473129,-0.0920631,20442.1875,-0.0198234,-0.0862501,20442.1875,-0.2216752,-0.2797696,20442.1875,0.3915745,1.1547512,20442.1875,-0.0421489,0.058511
,20443.75,0.0761306,-0.0190408,20443.75,-0.0922105,0.0385249,20443.75,-0.0868201,-0.0358767,20443.75,0.0333872,-0.2831302,20443.75,-0.4075967,0.9320993,20443.75,0.0625922,0.0475541
,20445.3125,-0.0559975,0.0208011,20445.3125,0.0862741,-0.0275583,20445.3125,-0.0832293,-0.0522134,20445.3125,0.259231,-0.0704171,20445.3125,1.028529,0.1951655,20445.3125,-0.0651915,0.0576855
,20446.875,-0.0224956,0.0514282,20446.875,0.0947783,-0.0467331,20446.875,-0.0879734,0.0451928,20446.875,0.234218,0.0212638,20446.875,-0.0981136,-0.8614669,20446.875,0.0232809,-0.0790841
,20448.4375,-0.0144477,-0.0513816,20448.4375,-0.0957196,0.0340705,20448.4375,0.0806646,-0.044117,20448.4375,-0.0545134,0.2913581,20448.4375,-0.8166381,-0.4655962,20448.4375,0.0864413,-0.0196606
,20450,0.0132401,-0.0565544,20450,0.093014,0.049327,20450,-0.0071228,-0.100471,20450,-0.3152021,0.1136752,20450,1.0645401,0.0727862,20450,-0.0498365,-0.058795
,20451.5625,-0.0103612,0.0605826,20451.5625,-0.111499,-0.040984,20451.5625,0.0363645,0.1017528,20451.5625,0.0850619,0.2529066,20451.5625,0.5596104,-0.7155244,20451.5625,-0.0994047,-0.0308364
,20453.125,0.0512502,0.0135598,20453.125,0.1075527,0.0225882,20453.125,0.0822471,-0.0353285,20453.125,-0.2048782,0.1966566,20453.125,0.7818942,-0.492964,20453.125,0.0752886,-0.0552655
,20454.6875,-0.0490016,-0.0306742,20454.6875,-0.0286719,-0.0832963,20454.6875,0.0767145,-0.0513517,20454.6875,0.1203107,-0.239126,20454.6875,-0.5289039,0.7647594,20454.6875,-0.0876031,0.0679897
,20456.25,0.0539371,0.0178602,20456.25,0.0960397,0.0072171,20456.25,-0.0444847,-0.0826989,20456.25,0.2416071,-0.1041313,20456.25,-1.1060697,0.0723532,20456.25,0.0239648,-0.1170855
,20457.8125,0.0136337,0.0645906,20457.8125,0.0924451,-0.092746,20457.8125,0.0088809,-0.0973558,20457.8125,-0.2972085,-0.0825052,20457.8125,0.9105115,-0.4622033,20457.8125,-0.0090347,0.0978478
,20459.375,0.0601645,0.0226953,20459.375,-0.1010513,0.1107701,20459.375,0.0038516,0.092222,20459.375,-0.3297475,-0.044256,20459.375,1.0442219,0.6115501,20459.375,-0.0573503,-0.0720674
,20460.9375,0.014222,-0.066499,20460.9375,0.1034792,-0.0984344,20460.9375,-0.093745,0.0458629,20460.9375,0.3406998,0.076062,20460.9375,-1.0013987,-0.5180276,20460.9375,0.0764114,0.0476082
,20462.5,0.0433556,0.0413437,20462.5,-0.0905368,0.0578196,20462.5,-0.0201604,-0.0971998,20462.5,-0.3197333,-0.0725407,20462.5,1.1021698,0.6197427,20462.5,0.0654532,0.0232713
,20464.0625,-0.0615465,0.0090441,20464.0625,-0.0181791,-0.0990013,20464.0625,0.0244869,0.1012361,20464.0625,0.2905019,-0.0348385,20464.0625,-1.1703373,-0.1538758,20464.0625,-0.0841394,-0.0491552
,20465.625,-0.0469875,-0.0375996,20465.625,0.0334362,-0.127009,20465.625,0.0817356,-0.0549605,20465.625,0.3090619,-0.1047457,20465.625,-1.0964631,-0.1585519,20465.625,0.0396988,0.083192
,20467.1875,0.0616368,0.0303243,20467.1875,-0.132724,-0.0355685,20467.1875,0.009276,0.0817275,20467.1875,-0.0537382,-0.2617907,20467.1875,0.3040935,0.8710746,20467.1875,-0.0638881,-0.0910209
,20468.75,-0.0723962,-0.0227749,20468.75,0.179636,0.0452657,20468.75,0.0701373,-0.0341429,20468.75,0.2272317,0.1665508,20468.75,-0.7722641,-0.3956007,20468.75,0.0241956,0.0896224
,20470.3125,-0.0206162,-0.0778326,20470.3125,0.0927878,-0.1007088,20470.3125,-0.1151398,-0.0143522,20470.3125,-0.2384045,-0.1889385,20470.3125,0.1075626,-0.9992273,20470.3125,-0.0038808,0.0868581
,20471.875,0.0787637,0.0079651,20471.875,-0.0245645,0.1127947,20471.875,0.1221955,0.040109,20471.875,-0.2982658,0.0573319,20471.875,1.0219965,0.2916677,20471.875,0.0942772,0.0756892
,20473.4375,-0.091901,-0.0379255,20473.4375,-0.0389768,-0.1715504,20473.4375,0.0387881,-0.1318921,20473.4375,-0.3727042,-0.0813201,20473.4375,0.9850002,0.6146971,20473.4375,-0.0780701,-0.0959941
,20475,0.0524813,0.0721322,20475,0.1251712,-0.0499236,20475,-0.0371884,0.1126447,20475,0.2623279,0.1162127,20475,-0.6163221,-0.6897225,20475,-0.0513609,0.0767192
,20476.5625,-0.0149616,0.0773456,20476.5625,0.1031707,0.0172027,20476.5625,-0.0496478,-0.079708,20476.5625,-0.2005284,-0.2560482,20476.5625,0.2568033,-0.9165103,20476.5625,-0.0666417,0.0354417
,20478.125,0.0101247,-0.0783018,20478.125,-0.1525307,-0.1169279,20478.125,0.0293461,0.1035316,20478.125,0.1789258,0.2562097,20478.125,-0.1362796,-0.9755208,20478.125,0.0883607,-0.0399531
,20479.6875,0.0559131,-0.0431923,20479.6875,0.289905,-0.0897301,20479.6875,-0.0847857,-0.0486801,20479.6875,-0.1430955,0.322954,20479.6875,0.8453779,-0.9370204,20479.6875,0.086103,0.0072748
,20481.25,0.0233512,0.047196,20481.25,-0.263032,-0.0008179,20481.25,-0.0347301,0.0731668,20481.25,-0.0965119,0.2532788,20481.25,0.9167911,-0.1679367,20481.25,-0.0947021,-0.0015087
,20482.8125,-0.0352888,0.0410571,20482.8125,0.1830723,-0.076053,20482.8125,-0.004245,-0.0796341,20482.8125,-0.2551308,0.0849896,20482.8125,-0.85095,0.2686278,20482.8125,-0.0149596,0.078169
,20484.375,-0.0716344,-0.0305529,20484.375,-0.2517511,0.0925049,20484.375,0.0841123,0.0437796,20484.375,0.1415437,-0.2274021,20484.375,-0.9399288,-0.2063521,20484.375,0.0364753,0.0733282
,20485.9375,0.0773799,0.0296817,20485.9375,-0.1292439,-0.1279351,20485.9375,-0.0960712,0.0402971,20485.9375,-0.0337453,-0.2903031,20485.9375,0.8154166,0.5083933,20485.9375,0.02966,0.0840123
,20487.5,-0.0095095,-0.0814007,20487.5,0.1059256,0.144999,20487.5,0.0375135,0.0866136,20487.5,-0.1247263,0.2348305,20487.5,0.6327646,-0.6862074,20487.5,-0.0223673,-0.084356
,20489.0625,-0.0052796,-0.0774185,20489.0625,0.0658747,0.1804608,20489.0625,0.1060688,0.0408219,20489.0625,0.077864,-0.2750415,20489.0625,-0.4785148,0.8952298,20489.0625,-0.0880297,-0.0540196
,20490.625,0.0633196,-0.0414466,20490.625,-0.1462214,-0.1079782,20490.625,-0.0959307,0.0578929,20490.625,0.1558928,-0.2498989,20490.625,-0.612433,0.6911246,20490.625,0.0323322,0.084861
,20492.1875,0.0541356,-0.0397705,20492.1875,-0.0071154,0.1653884,20492.1875,0.0526906,0.1041776,20492.1875,0.016062,0.3371355,20492.1875,1.0047323,0.1391647,20492.1875,0.0428405,-0.0961127
,20493.75,-0.0498124,0.0220177,20493.75,-0.0249146,0.1287642,20493.75,-0.0548561,0.0794346,20493.75,-0.167967,-0.1963818,20493.75,-0.8540239,-0.2545996,20493.75,0.0776006,0.0644468
,20495.3125,0.0621189,-0.0100206,20495.3125,0.1255694,0.1201204,20495.3125,0.0075692,-0.0765483,20495.3125,0.087759,-0.3269558,20495.3125,-0.4414454,1.0789156,20495.3125,-0.0846372,0.031567
,20496.875,0.049905,0.0586354,20496.875,-0.1191589,-0.1095453,20496.875,0.058021,0.0433855,20496.875,0.1323019,0.3292335,20496.875,-0.1642696,-1.222773,20496.875,0.1060613,0.0013722
,20498.4375,-0.0517343,-0.0502946,20498.4375,0.103296,0.0834062,20498.4375,-0.0764851,-0.0235686,20498.4375,-0.2594296,-0.1166598,20498.4375,0.7739604,0.6495273,20498.4375,0.0915369,-0.0061017
,20500,0.071813,-0.0071802,20500,-0.1465052,-0.064014,20500,0.0244757,0.0820802,20500,-0.3899965,0.0423289,20500,-0.3070925,1.0847058,20500,-0.020146,0.104548
,20501.5625,-0.0654792,0.0296714,20501.5625,0.1821382,0.0049214,20501.5625,0.0724146,0.0576333,20501.5625,0.4249202,0.1844025,20501.5625,-1.1274976,-0.7667094,20501.5625,0.0786704,0.0542274
,20503.125,-0.0361788,-0.0521821,20503.125,-0.1693566,0.0487324,20503.125,-0.0807625,-0.0622256,20503.125,-0.3524199,-0.0942745,20503.125,1.0273244,0.5284497,20503.125,0.0674944,-0.0461927
,20504.6875,-0.0480758,0.0451651,20504.6875,0.1573013,-0.0539113,20504.6875,0.0703646,-0.0341359,20504.6875,-0.081966,0.2525968,20504.6875,0.9305545,-0.0902823,20504.6875,0.0129898,-0.0835541
,20506.25,-0.0629146,0.0077773,20506.25,0.0456375,0.1739694,20506.25,-0.0813072,0.0018726,20506.25,0.2566233,-0.228463,20506.25,-0.890158,0.528121,20506.25,0.0356099,-0.0853875
,20507.8125,-0.0243185,0.062729,20507.8125,-0.1779911,-0.0413504,20507.8125,-0.0924256,0.0133951,20507.8125,-0.1564719,0.3257106,20507.8125,0.6810667,-0.8195537,20507.8125,0.0375587,0.1159254
,20509.375,0.0674159,-0.0606865,20509.375,0.1486119,-0.158911,20509.375,-0.105268,0.0363825,20509.375,-0.1621406,-0.485014,20509.375,-0.0728762,1.5954431,20509.375,-0.0883617,-0.0199398
,20510.9375,-0.0496683,0.0454594,20510.9375,0.1185645,-0.2114545,20510.9375,0.0970143,-0.0668857,20510.9375,0.1897165,0.3009603,20510.9375,-0.1457616,-1.1981238,20510.9375,-0.0155031,0.0960799
,20512.5,-0.0535583,0.0286388,20512.5,-0.215953,0.1685739,20512.5,0.0793613,0.0501477,20512.5,-0.0894915,-0.2547487,20512.5,0.6829597,0.3962876,20512.5,-0.0192982,0.0856966
,20514.0625,0.0186571,0.0645132,20514.0625,0.1982648,-0.0739388,20514.0625,-0.0879743,0.0027537,20514.0625,-0.0891671,0.2514292,20514.0625,0.6280597,-0.5656935,20514.0625,0.0637597,0.0357809
,20515.625,-0.0123977,-0.0709784,20515.625,-0.192155,0.0330886,20515.625,0.1075951,0.0404135,20515.625,0.2502988,-0.0661324,20515.625,-0.0448885,-0.7954803,20515.625,0.0162153,0.0791924
,20517.1875,-0.0281614,0.0500008,20517.1875,0.2057121,-0.0093405,20517.1875,-0.0904036,-0.0257937,20517.1875,-0.1220099,0.2361268,20517.1875,0.5740871,-0.57757,20517.1875,-0.040462,-0.1126292
,20518.75,0.0001451,-0.0817649,20518.75,-0.1887158,-0.0583661,20518.75,-0.0441648,0.0824323,20518.75,0.2708683,-0.050083,20518.75,-1.0262533,0.0871063,20518.75,0.0454762,0.0868505
,20520.3125,0.0829034,0.0154743,20520.3125,0.1269635,0.0809309,20520.3125,-0.0420581,0.0924833,20520.3125,-0.330466,-0.0732975,20520.3125,0.7540802,0.7658882,20520.3125,-0.0441633,0.0918411
